Region,Average_Wind_Gusts,Max_Wind_Gusts,Buildings_Exposed_To_Wind,Buildings_Exposed_To_Fluvial_Flooding,Buildings_Exposed_To_Coastal_Flooding,Buildings_Exposed_To_Any_Hazard,Damaged_Buildings,Exposed_Residential_Buildings,Exposed_Nonresidential_Buildings,Total_Buildings,Building_Loss,Residential_Building_Loss,Nonresidential_Building_Loss,Exposed_Building_Value,Total_Building_Value,Population_Exposed_To_Wind,Population_Exposed_To_Fluvial_Flooding,Population_Exposed_To_Coastal_Flooding,Population_Exposed_To_Any_Hazard,Total_Population,Exposed_Households,Total_Households,Road_km_Exposed_To_Flooding,Damaged_Road_km,Total_Road_km,Road_Value_Exposed_To_Flooding,Road_Loss,Total_Road_Value,Exposed_Infrastructure_Value,Infrastructure_Loss,Total_Infrastructure_Value,Exposed_Infrastructure,Damaged_Infrastructure,Total_Infrastructure,Exposed_Crop_Value,Crop_Loss,Total_Crop_Value,Exposed_Evacuation_Centres,Total_Evacuation_Centres,Exposed_Health_Facilties,Total_Health_Facilties,Exposed_Schools,Total_Schools,Total_Exposed_Value_To_Wind,Total_Exposed_Value_To_Fluvial_Flooding,Total_Exposed_Value_To_Coastal_Flooding,Total_Exposed_Value_To_Any_Hazard,Total_Value,Total_Wind_Loss,Total_Fluvial_Loss,Total_Coastal_Loss,Total_Loss,Wind_Gusts_kmph.range_<_83.Buildings,Wind_Gusts_kmph.range_<_83.Population,Wind_Gusts_kmph.range_83_125.Buildings,Wind_Gusts_kmph.range_83_125.Population,Wind_Gusts_kmph.range_125_164.Buildings,Wind_Gusts_kmph.range_125_164.Population,Wind_Gusts_kmph.range_164_224.Buildings,Wind_Gusts_kmph.range_164_224.Population,Wind_Gusts_kmph.range_224_280.Buildings,Wind_Gusts_kmph.range_224_280.Population,Wind_Gusts_kmph.range_280_+.Buildings,Wind_Gusts_kmph.range_280_+.Population,Inundation_Depth.range_<_0.01.Buildings,Inundation_Depth.range_<_0.01.Population,Inundation_Depth.range_0.01_0.5.Buildings,Inundation_Depth.range_0.01_0.5.Population,Inundation_Depth.range_0.5_1.0.Buildings,Inundation_Depth.range_0.5_1.0.Population,Inundation_Depth.range_1.0_1.5.Buildings,Inundation_Depth.range_1.0_1.5.Population,Inundation_Depth.range_1.5_2.0.Buildings,Inundation_Depth.range_1.5_2.0.Population,Inundation_Depth.range_2.0_+.Buildings,Inundation_Depth.range_2.0_+.Population
National,119,232,95617,2710,1059,95843,87587,13118,82725,178520,715767546,37344980,678422566,3411177604,8139082614,139186,3308,893,139375,306697,30793,65126,85.23,188.3,4380.28,21825517,1768630,647158009,48346951,8736504,119832145,10195,820,21188,44009573,393633,56705031,562,563,83,136,246,470,3878003409,261049931,148482755,3913680645,8962777798,709611859,11601007,7948292,726666313,54120,92717,40614,90106,32071,49870,47374,67179,4341,6823,0,0,170409,298052,6728,6845,707,861,367,434,178,248,131,257
