Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Total.Loss,Total.Count,Total.Exposed_Value,Exposed_Population,Buildings.Loss,Buildings.Count,Buildings.Exposed_Value,Crops.Loss,Crops.Count,Crops.Exposed_Value,Infrastructure.Loss,Infrastructure.Count,Infrastructure.Exposed_Value,Infrastructure_Exposed_km,Infrastructure_Exposed_sqkm,CropType.Banana.Loss,CropType.Banana.Count,CropType.Banana.Exposed_Value,CropType.Cassava.Loss,CropType.Cassava.Count,CropType.Cassava.Exposed_Value,CropType.Coconut.Loss,CropType.Coconut.Count,CropType.Coconut.Exposed_Value,CropType.Cultivated_Land.Loss,CropType.Cultivated_Land.Count,CropType.Cultivated_Land.Exposed_Value,CropType.Mixed_Crops.Loss,CropType.Mixed_Crops.Count,CropType.Mixed_Crops.Exposed_Value,CropType.Nut_Tree.Loss,CropType.Nut_Tree.Count,CropType.Nut_Tree.Exposed_Value,CropType.Rice.Loss,CropType.Rice.Count,CropType.Rice.Exposed_Value,CropType.Sugarcane.Loss,CropType.Sugarcane.Count,CropType.Sugarcane.Exposed_Value,CropType.Unknown.Loss,CropType.Unknown.Count,CropType.Unknown.Exposed_Value,CropType.Yam.Loss,CropType.Yam.Count,CropType.Yam.Exposed_Value,OccupancyType.Commercial.Loss,OccupancyType.Commercial.Count,OccupancyType.Commercial.Exposed_Value,OccupancyType.Commercial_Accommodation.Loss,OccupancyType.Commercial_Accommodation.Count,OccupancyType.Commercial_Accommodation.Exposed_Value,OccupancyType.Industrial.Loss,OccupancyType.Industrial.Count,OccupancyType.Industrial.Exposed_Value,OccupancyType.Infrastructure.Loss,OccupancyType.Infrastructure.Count,OccupancyType.Infrastructure.Exposed_Value,OccupancyType.Other.Loss,OccupancyType.Other.Count,OccupancyType.Other.Exposed_Value,OccupancyType.Outbuilding.Loss,OccupancyType.Outbuilding.Count,OccupancyType.Outbuilding.Exposed_Value,OccupancyType.Public.Loss,OccupancyType.Public.Count,OccupancyType.Public.Exposed_Value,OccupancyType.Residential.Loss,OccupancyType.Residential.Count,OccupancyType.Residential.Exposed_Value
ssp370 (medium confidence),83,2150,1.844,25,0.0392,98875755,7378,699578289,38757,75632896,2888,627471395,301522,2073,1028590,22941337,50,71039547,131.44410000000002,0.2242,,,,,,,283154,2041,980753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435253,308,1679650,4442043,159,56404491,37277936,1547,205744600
ssp370 (medium confidence),83,2150,1.844,50,0.0198,110230993,7619,723787369,39493,85879960,2987,646244860,323674,2173,1079751,24027360,50,76423263,137.50099999999998,0.24880000000000002,,,,,,,303206,2137,1028259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475697,320,1748092,4961416,163,59800015,42725377,1602,212791052
ssp370 (medium confidence),83,2150,1.844,100,0.01,122423029,7895,744728721,39993,97011153,3098,662162713,347801,2296,1142253,25064074,52,81383762,142.88920000000002,0.28359999999999996,,,,,,,325202,2254,1083894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516807,332,1811646,5556885,168,62807315,48543556,1665,219747039
ssp370 (medium confidence),83,2150,1.844,250,0.004,140196160,8327,781418125,41059,113248542,3248,683794903,384024,2499,1236393,26563593,53,96345769,149.60660000000001,0.3602,,,,,,,358281,2454,1172651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572143,346,1903929,6489467,176,65145310,56930170,1755,229108922
ssp370 (medium confidence),95,2020,0.105,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),95,2020,0.105,5,0.1813,4327484,3093,189115772,23432,2124621,874,168106141,47736,639,317009,2155127,19,20669190,30.763299999999997,0.1064,,,,,,,44872,636,312912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14613,94,571375,147615,60,13344161,789618,497,75491432
ssp370 (medium confidence),95,2020,0.105,10,0.0952,5414510,3262,218447360,24018,2801339,954,196055445,54720,691,342593,2558451,20,22025304,34.4999,0.1143,,,,,,,51615,688,338496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20550,101,592770,189877,63,13995517,1099953,540,81402882
ssp370 (medium confidence),95,2020,0.105,25,0.0392,8040300,3511,278428053,24882,3866208,1075,229110557,64448,756,375515,4109645,22,48917099,39.632999999999996,0.1242,,,,,,,61077,752,369984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29951,111,629395,254989,69,18195224,1645746,607,90892346
ssp370 (medium confidence),95,2020,0.105,50,0.0198,10487406,3693,316779935,25856,4883766,1157,263672677,72490,809,401591,5531151,24,52679811,44.334,0.1288,,,,,,,68919,805,396060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38708,121,656044,324707,72,20414332,2197397,647,96287403
ssp370 (medium confidence),95,2020,0.105,100,0.01,13837622,3891,340974580,26655,6157341,1249,283206034,81470,870,432545,7598811,32,57309345,49.025600000000004,0.13319999999999999,,,,,,,77679,865,425580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49289,127,732941,401952,76,20900195,2890079,698,103970290
ssp370 (medium confidence),95,2020,0.105,250,0.004,19122328,4173,368811334,27616,8516850,1387,309477731,95177,947,471371,10510301,34,58834616,56.2826,0.1365,,,,,,,91136,941,462972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66032,139,797981,523724,81,22433647,4169629,775,113341698
ssp370 (medium confidence),95,2030,0.172,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),95,2030,0.172,5,0.1813,4968897,3257,208537541,23873,2510452,956,186831081,52322,685,333304,2406124,20,21349282,33.055800000000005,0.1105,,,,,,,49243,682,329207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18115,100,585279,174685,63,13813137,960158,543,79922543
ssp370 (medium confidence),95,2030,0.172,10,0.0952,6443437,3434,250447994,24448,3254462,1037,209465202,59645,739,360274,3129329,22,40598068,36.999,0.1188,,,,,,,56340,735,355145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24764,108,607188,221698,69,16713190,1315243,584,85703032
ssp370 (medium confidence),95,2030,0.172,25,0.0392,9372388,3696,305388603,25609,4458508,1162,253582893,69815,810,395321,4844066,24,51384778,42.6314,0.1269,,,,,,,66229,805,388758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35163,122,670771,300946,73,19947708,1946797,652,94861046
ssp370 (medium confidence),95,2030,0.172,50,0.0198,12296551,3878,332154634,26471,5597868,1249,276254137,78223,864,422430,6620459,27,55451595,47.26019999999999,0.13199999999999998,,,,,,,74416,858,414834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44934,127,711410,376129,77,20961204,2561362,699,101455092
ssp370 (medium confidence),95,2030,0.172,100,0.01,16064007,4079,358686399,26958,7094929,1356,299851856,87515,916,449518,8881563,34,58358067,52.35249999999999,0.13570000000000002,,,,,,,83540,910,441521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56281,133,743875,457980,79,21873335,3337055,758,108873404
ssp370 (medium confidence),95,2030,0.172,250,0.004,21239150,4372,410117470,28046,9801052,1495,350263382,101782,1003,493214,11336316,34,59332828,58.9077,0.1388,,,,,,,97565,996,482455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74490,148,831394,599591,86,23583510,4759648,829,117991777
ssp370 (medium confidence),95,2040,0.259,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),95,2040,0.259,5,0.1813,5933723,3418,242716059,24403,3062608,1025,205320532,58552,735,354913,2812566,22,37016210,36.2578,0.1168,,,,,,,55207,731,349970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23283,110,607310,214103,69,16222499,1213223,573,83706438
ssp370 (medium confidence),95,2040,0.259,10,0.0952,7959601,3623,279038753,25148,3925481,1133,229838811,66331,786,381197,3967787,22,48793598,40.4052,0.1243,,,,,,,62756,782,375666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30859,118,649634,270027,72,18293266,1646674,635,90577642
ssp370 (medium confidence),95,2040,0.259,25,0.0392,11478647,3869,329033356,26340,5350392,1257,275491019,77038,855,416643,6051217,25,53099355,46.4505,0.1308,,,,,,,73188,849,408832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42732,128,717034,366287,79,21586533,2388082,696,99701562
ssp370 (medium confidence),95,2040,0.259,50,0.0198,15010494,4085,355701211,26905,6731629,1367,297325510,85883,913,445164,8192983,34,57903634,51.239000000000004,0.1356,,,,,,,81851,907,436765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53677,137,756414,447296,80,22405394,3088346,759,107036555
ssp370 (medium confidence),95,2040,0.259,100,0.01,18849809,4293,389475075,27533,8501057,1475,329830262,95649,972,474826,10253104,34,59142455,56.0551,0.13849999999999998,,,,,,,91454,965,464493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65996,148,805727,541714,84,23016476,3989003,816,115338701
ssp370 (medium confidence),95,2040,0.259,250,0.004,24072202,4566,438895300,28691,11613987,1590,377821219,110777,1064,520577,12347437,35,60524811,62.5371,0.1417,,,,,,,106263,1056,508054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86346,161,871603,708044,92,24901199,5601636,879,124982440
ssp370 (medium confidence),95,2050,0.376,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),95,2050,0.376,5,0.1813,7811621,3620,277471524,25185,3935795,1133,228616127,67529,789,386202,3808295,22,48444010,40.748,0.1237,,,,,,,63822,785,380671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31250,117,661210,277549,72,18171000,1633353,638,90944358
ssp370 (medium confidence),95,2050,0.376,10,0.0952,10434608,3821,321430585,26258,5047278,1232,268780102,75861,843,413611,5311469,25,52210614,45.4537,0.13040000000000002,,,,,,,71949,837,405900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40192,125,691088,352551,79,22608321,2184608,682,97617407
ssp370 (medium confidence),95,2050,0.376,25,0.0392,15040315,4103,360092477,27077,6855546,1380,302376779,87283,913,448031,8097486,32,57240590,51.6575,0.13690000000000002,,,,,,,83149,907,439632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54395,136,761097,463892,80,23018934,3072272,762,107993513
ssp370 (medium confidence),95,2050,0.376,50,0.0198,18844710,4310,399601853,27690,8572232,1497,339707296,96760,965,476560,10175717,34,59390309,56.2786,0.13990000000000002,,,,,,,92449,958,465669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66602,150,834122,555984,87,23716713,3926516,828,116732516
ssp370 (medium confidence),95,2050,0.376,100,0.01,22645229,4506,441969493,28608,10754944,1580,380790410,107265,1030,509097,11783021,35,60641379,61.0976,0.14200000000000002,,,,,,,102700,1022,496330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80644,159,876410,679525,92,25596645,5013003,870,124219903
ssp370 (medium confidence),95,2050,0.376,250,0.004,28151889,4765,460546272,29741,14381065,1686,398371583,123631,1129,557440,13647194,36,61587505,67.43270000000001,0.1447,,,,,,,118637,1121,544329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103765,171,931362,872453,96,26496766,6924319,931,133007498
ssp370 (medium confidence),95,2060,0.488,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),95,2060,0.488,5,0.1813,10153533,3822,324941819,26363,5037347,1239,272043583,76652,837,414250,5039532,25,52457625,45.681400000000004,0.1306,,,,,,,72661,831,406195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40165,127,699639,357268,79,22600056,2138197,685,98228217
ssp370 (medium confidence),95,2060,0.488,10,0.0952,13656726,4029,354758392,26953,6417222,1345,297974436,85534,892,441477,7153972,29,56315525,50.505599999999994,0.1351,,,,,,,81368,886,433078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50733,136,760253,446054,81,23465489,2806794,736,105857349
ssp370 (medium confidence),95,2060,0.488,25,0.0392,18785360,4318,406857367,27874,8603348,1501,346763199,97751,973,483545,10084262,34,59582749,56.7589,0.1413,,,,,,,93380,966,472261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66810,152,850205,570944,88,24451904,3857689,829,119204972
ssp370 (medium confidence),95,2060,0.488,50,0.0198,22512013,4507,445417038,28815,10734065,1593,383942230,107965,1025,509938,11669985,35,60936055,61.5682,0.14300000000000002,,,,,,,103275,1017,496999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80296,160,897067,694528,93,25325274,4896909,878,126286251
ssp370 (medium confidence),95,2060,0.488,100,0.01,26510769,4696,461144938,29521,13292984,1665,399110716,119289,1101,546793,13098496,36,61457908,66.3654,0.1444,,,,,,,114266,1093,533682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96994,170,941053,837078,98,27319439,6195917,915,131545320
ssp370 (medium confidence),95,2060,0.488,250,0.004,32456776,4988,488454297,30572,17482077,1791,425608765,136747,1198,595524,14837950,37,62219437,72.5496,0.1495,,,,,,,131265,1189,581151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122682,182,1021869,1047800,104,29145920,8453081,980,143473557
ssp370 (medium confidence),95,2070,0.642,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),95,2070,0.642,5,0.1813,14744405,4229,367600443,27280,7014000,1457,310871288,90228,945,457288,7640177,32,56244585,52.85230000000001,0.1387,,,,,,,85938,938,447512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54883,144,792729,494400,87,24002933,3025218,802,109989117
ssp370 (medium confidence),95,2070,0.642,10,0.0952,18815445,4443,405952754,28072,8805662,1570,345487073,99983,1007,489519,9909799,34,59948088,57.8865,0.1427,,,,,,,95455,999,477240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67942,160,857896,602872,92,25029005,3864036,863,120701754
ssp370 (medium confidence),95,2070,0.642,25,0.0392,23896226,4698,454423138,29183,11712256,1691,392453630,113634,1088,529456,12070335,35,61410868,64.1038,0.1449,,,,,,,108646,1079,515743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86677,174,958244,774692,102,26794075,5253741,926,128595955
ssp370 (medium confidence),95,2070,0.642,50,0.0198,27953895,4901,471155839,29927,14356805,1781,408835118,124825,1153,561698,13472264,36,61729095,68.8244,0.1465,,,,,,,119496,1144,547153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103664,180,985321,925525,107,27833118,6574083,971,134633330
ssp370 (medium confidence),95,2070,0.642,100,0.01,32421659,5104,494586364,30684,17515943,1873,431438444,137227,1221,595154,14768487,38,62522082,73.2183,0.1494,,,,,,,131588,1212,580609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123240,193,1072637,1086798,110,28696848,8221403,1012,144407354
ssp370 (medium confidence),95,2070,0.642,250,0.004,39358390,5382,525254000,31764,22861880,1976,459911853,156084,1333,646182,16340427,39,64664202,80.4174,0.1568,,,,,,,150042,1322,630449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154002,200,1129309,1338407,117,31033494,11083502,1063,152972392
ssp370 (medium confidence),95,2080,0.815,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),95,2080,0.815,5,0.1813,20600660,4676,430281051,28660,10037779,1693,369244242,107452,1078,512928,10455430,34,60495221,61.55830000000001,0.1448,,,,,,,102606,1069,499602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75886,171,921994,701500,105,26636404,4358111,921,125535894
ssp370 (medium confidence),95,2080,0.815,10,0.0952,24798272,4861,458779462,29456,12466327,1775,396058042,118420,1142,545862,12213526,36,62146102,66.32469999999999,0.1465,,,,,,,113201,1133,531926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91690,183,1003572,848698,106,27007458,5505429,962,132531732
ssp370 (medium confidence),95,2080,0.815,25,0.0392,30435598,5109,493683681,30395,16268548,1888,430526317,133421,1217,583581,14033630,38,62543389,72.495,0.1488,,,,,,,127789,1208,569036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115782,194,1068465,1062449,112,29209306,7362532,1018,142643652
ssp370 (medium confidence),95,2080,0.815,50,0.0198,35144548,5285,512242113,31096,19704622,1969,448130192,145829,1281,617924,15294098,39,63462900,77.2944,0.15200000000000002,,,,,,,139793,1269,600930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136659,200,1126857,1237044,114,29391968,9112656,1056,148723626
ssp370 (medium confidence),95,2080,0.815,100,0.01,40341679,5510,531973250,31877,23785951,2055,467441406,159464,1364,654787,16396264,40,63845180,82.5491,0.1563,,,,,,,153034,1352,637792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160458,206,1171618,1437582,118,31377353,11254012,1104,154648229
ssp370 (medium confidence),95,2080,0.815,250,0.004,48315877,5831,562040004,33074,30358963,2164,493833207,180718,1507,720527,17776195,42,67453192,90.7063,0.1734,,,,,,,173592,1493,700681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196298,217,1202250,1754572,124,32860602,14852553,1169,162287011
ssp370 (medium confidence),95,2090,1.007,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),95,2090,1.007,5,0.1813,27454538,4886,486055387,30167,14268937,1792,422553943,128350,1147,574441,13057252,36,62896835,70.4349,0.1488,,,,,,,122749,1138,559896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103351,183,1069778,988106,108,28602117,6244216,967,138671765
ssp370 (medium confidence),95,2090,1.007,10,0.0952,32054839,5077,504598659,30823,17497320,1882,440834104,140498,1205,603919,14417019,37,63129813,75.2891,0.15059999999999998,,,,,,,134588,1195,587940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123848,192,1107049,1175478,111,28809016,7811750,1016,145448210
ssp370 (medium confidence),95,2090,1.007,25,0.0392,38672823,5329,529043342,31731,22470265,1986,464543063,157282,1297,651026,16045278,40,63817522,82.186,0.15519999999999998,,,,,,,150750,1285,632220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154363,203,1193147,1424319,114,30231347,10280598,1065,154382451
ssp370 (medium confidence),95,2090,1.007,50,0.0198,44138574,5518,551720496,32244,26950273,2068,486870586,170997,1364,683990,17017303,41,64133676,87.5091,0.1601,,,,,,,163946,1352,665184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180114,208,1221746,1648652,119,32513466,12603998,1104,158836800
ssp370 (medium confidence),95,2090,1.007,100,0.01,50227379,5739,572508079,33380,32065844,2144,506893344,186421,1459,732614,17975113,41,64848741,93.57160000000002,0.16810000000000003,,,,,,,178736,1445,710940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208515,216,1239984,1905357,121,32992337,15382916,1150,165444638
ssp370 (medium confidence),95,2090,1.007,250,0.004,59514253,6052,605529933,34480,40022734,2261,533508144,210698,1594,799771,19280823,42,71187538,101.61050000000002,0.1903,,,,,,,201714,1579,776868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249529,228,1318011,2287355,133,37094092,19857686,1213,177624067
ssp370 (medium confidence),95,2100,1.251,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),95,2100,1.251,5,0.1813,37761676,5451,533810086,31616,22023092,2056,469271800,159014,1338,656732,15579571,41,63849938,83.393,0.1562,,,,,,,152270,1325,637194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153541,210,1204438,1468943,115,30303295,9839450,1098,156051050
ssp370 (medium confidence),95,2100,1.251,10,0.0952,43451570,5631,555389321,32438,26598384,2134,490605681,173092,1398,687918,16680094,41,64063285,88.69619999999999,0.16159999999999997,,,,,,,165622,1384,666946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181059,217,1229331,1705368,121,31987226,12121040,1135,161760132
ssp370 (medium confidence),95,2100,1.251,25,0.0392,51562667,5920,582781447,33283,33399155,2251,517559871,192614,1516,740543,17970899,42,64447749,95.71549999999999,0.1679,,,,,,,183928,1501,718242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219781,228,1277481,2057433,128,34665260,15677635,1201,168437865
ssp370 (medium confidence),95,2100,1.251,50,0.0198,58374513,6144,596215451,34282,39240931,2336,530282181,208888,1602,788518,18924694,43,65110470,101.0234,0.17300000000000001,,,,,,,199183,1586,764883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250943,238,1337903,2346497,132,35922946,18847993,1248,172275265
ssp370 (medium confidence),95,2100,1.251,100,0.01,66018969,6381,620446636,35230,45875277,2433,551061970,226700,1703,837356,19916992,46,68512080,107.3953,0.18630000000000002,,,,,,,216061,1684,810930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283808,251,1408066,2665056,137,38307425,22500517,1303,182926630
ssp370 (medium confidence),95,2100,1.251,250,0.004,77872547,6739,654639051,36841,56199255,2564,577040976,253877,1845,908921,21419414,49,76652314,115.9938,0.22139999999999999,,,,,,,241869,1821,876646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330010,267,1492326,3173447,142,44189413,28211521,1382,191849383
ssp370 (medium confidence),95,2110,1.44,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),95,2110,1.44,5,0.1813,47433192,5813,574905405,32810,30068055,2225,509905968,186144,1470,718543,17178994,41,64248086,93.4083,0.1664,,,,,,,177620,1455,696378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203414,227,1271576,1936746,123,34632913,13698258,1186,165790512
ssp370 (medium confidence),95,2110,1.44,10,0.0952,54257085,6059,593082231,33507,35848989,2331,527743167,201971,1554,759214,18206124,44,64546343,98.6562,0.1698,,,,,,,192274,1538,735738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236105,240,1332310,2239146,129,35306398,16687517,1240,171023603
ssp370 (medium confidence),95,2110,1.44,25,0.0392,63927497,6363,610470323,35182,44200220,2453,544522986,223683,1672,821810,19503592,48,65090346,105.7466,0.1772,,,,,,,212596,1653,794974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280151,254,1427352,2654034,138,36989326,21148340,1309,176942644
ssp370 (medium confidence),95,2110,1.44,50,0.0198,72062286,6602,634649816,36230,51330595,2545,566481845,241352,1770,869934,20490339,49,67261808,112.07690000000001,0.1894,,,,,,,229255,1747,839451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314889,263,1481426,3003707,143,40553651,25034245,1360,188224564
ssp370 (medium confidence),95,2110,1.44,100,0.01,81173301,6847,657390025,37241,59366369,2641,584093152,261154,1871,922632,21545777,49,72337003,118.4522,0.213,,,,,,,247834,1846,887274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351047,279,1537298,3411872,149,45073869,29444746,1414,193552328
ssp370 (medium confidence),95,2110,1.44,250,0.004,94908619,7194,688872098,38337,71482880,2756,607594708,291226,2028,999937,23134514,50,80239118,126.3555,0.2524,,,,,,,275845,1999,959007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401576,295,1610680,4031893,154,52237911,36205489,1480,201576625
ssp370 (medium confidence),95,2120,1.655,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
ssp370 (medium confidence),95,2120,1.655,5,0.1813,60917498,6306,608894555,34657,41748144,2443,543225267,220729,1643,808772,18948626,47,64825858,104.5155,0.17619999999999997,,,,,,,209445,1624,782182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271850,254,1424398,2602797,136,37046797,19498854,1297,176658781
ssp370 (medium confidence),95,2120,1.655,10,0.0952,69175849,6550,625556721,35988,48959636,2546,559516114,238261,1738,857762,19977953,48,65146856,110.1303,0.1844,,,,,,,225817,1715,826511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309129,266,1491802,2970944,143,39642255,23324514,1356,182151896
ssp370 (medium confidence),95,2120,1.655,25,0.0392,80983668,6868,659170512,37259,59428432,2667,591187915,262567,1873,923996,21292670,49,67021341,118.66230000000002,0.1976,,,,,,,248356,1848,887962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358821,286,1572951,3510525,149,47558889,28978455,1426,195045377
ssp370 (medium confidence),95,2120,1.655,50,0.0198,90749408,7118,681061424,38116,68130085,2755,608578509,282890,1978,980103,22336433,49,71464697,125.10040000000001,0.22,,,,,,,267034,1949,938097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397013,292,1624341,3966389,154,53816691,33738200,1481,199774321
ssp370 (medium confidence),95,2120,1.655,100,0.01,101533716,7372,705310001,38825,77754974,2858,627017632,305222,2084,1038029,23473520,50,77215515,131.2212,0.2471,,,,,,,287345,2052,990544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436091,304,1658864,4455763,157,56483208,38987090,1540,207456992
ssp370 (medium confidence),95,2120,1.655,250,0.004,117434280,7750,740729186,39700,92092077,3008,652032505,338702,2251,1119414,25003501,52,87537567,138.3317,0.2943,,,,,,,317954,2214,1066706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489379,319,1727700,5194701,168,61356133,46615080,1612,215675049
ssp370 (medium confidence),95,2130,1.875,1,0.6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
