Buildings_Exposed_To_Wind,Buildings_Exposed_To_Fluvial_Flooding,Buildings_Exposed_To_Coastal_Flooding,Buildings_Exposed_To_Any_Hazard,Damaged_Buildings,Exposed_Residential_Buildings,Exposed_Nonresidential_Buildings,Total_Buildings,Building_Loss,Residential_Building_Loss,Nonresidential_Building_Loss,Exposed_Building_Value,Total_Building_Value,Population_Exposed_To_Wind,Population_Exposed_To_Fluvial_Flooding,Population_Exposed_To_Coastal_Flooding,Population_Exposed_To_Any_Hazard,Total_Population,Exposed_Households,Total_Households,Damaged_Road_km,Total_Road_km,Damaged_Road_Value,Road_Loss,Total_Road_Value,Exposed_Evacuation_Centres,Total_Evacuation_Centres,Exposed_Health_Facilties,Total_Health_Facilties,Exposed_Schools,Total_Schools,Total_Exposed_Value_To_Wind,Total_Exposed_Value_To_Fluvial_Flooding,Total_Exposed_Value_To_Coastal_Flooding,Total_Exposed_Value_To_Any_Hazard,Total_Value,Total_Wind_Loss,Total_Fluvial_Loss,Total_Coastal_Loss,Total_Loss,Wind_Gusts_kmph.range_<_83.Buildings,Wind_Gusts_kmph.range_<_83.Population,Wind_Gusts_kmph.range_83_125.Buildings,Wind_Gusts_kmph.range_83_125.Population,Wind_Gusts_kmph.range_125_164.Buildings,Wind_Gusts_kmph.range_125_164.Population,Wind_Gusts_kmph.range_164_224.Buildings,Wind_Gusts_kmph.range_164_224.Population,Wind_Gusts_kmph.range_224_280.Buildings,Wind_Gusts_kmph.range_224_280.Population,Wind_Gusts_kmph.range_280_+.Buildings,Wind_Gusts_kmph.range_280_+.Population,Inundation_Depth.range_<_0.5.Buildings,Inundation_Depth.range_<_0.5.Population,Inundation_Depth.range_0.5_1.0.Buildings,Inundation_Depth.range_0.5_1.0.Population,Inundation_Depth.range_1.0_1.5.Buildings,Inundation_Depth.range_1.0_1.5.Population,Inundation_Depth.range_1.5_2.0.Buildings,Inundation_Depth.range_1.5_2.0.Population,Inundation_Depth.range_2.0_+.Buildings,Inundation_Depth.range_2.0_+.Population
33421,3649,267,33428,519,21862,11566,48331,1442028,767373,674655,2894993100,3911462379,213979,8000,959,214048,306697,47075,65126,318.56,4380.280000000001,87679900,2241684,647158009,562,563,101,136,312,470,3402579627,523367773,32769591,3403285734,4558620387,0,3155004,613099,3683712,14910,92718,14713,90107,8604,49870,9514,67179,590,6823,0,0,47905,304897,257,861,100,434,39,248,30,257
