Scenario,Percentile,Year,SLR,Total_AAL,Building_AAL,Crops_AAL,Infrastructure_AAL,Average_Annual_Population_Exposed
ssp585 (medium confidence),50,2080,0.528,5645086.15,2740963.58,35272.71,2868849.86,11012.93
ssp585 (medium confidence),50,2090,0.664,7440399.37,3611058.89,40473.31,3788866.83,11393.73
ssp585 (medium confidence),50,2100,0.823,9725066.56,4952272.84,47292.78,4725501.23,11894.25
ssp585 (medium confidence),50,2110,0.928,1.129074536E7,5949123.3,52012.47,5289609.21,12207.82
ssp585 (medium confidence),50,2120,1.061,1.348679011E7,7541291.31,58546.32,5886952.11,12577.62
ssp585 (medium confidence),50,2130,1.19,1.585174091E7,9381705.83,65385.03,6404650.23,12925.84
ssp585 (medium confidence),50,2140,1.31,1.831685563E7,1.140587776E7,72282.74,6838695.08,13231.31
ssp585 (medium confidence),50,2150,1.425,2.09779023E7,1.36771978E7,79401.11,7221302.72,13562.61
ssp585 (medium confidence),83,2020,0.083,2146113.97,1042578.13,20888.48,1082647.33,9666.1
ssp585 (medium confidence),83,2030,0.143,2447510.73,1199437.98,22613.19,1225459.34,9812.24
ssp585 (medium confidence),83,2040,0.227,2895867.36,1444871.88,25118.01,1425877.86,10040.07
ssp585 (medium confidence),83,2050,0.328,3636288.12,1794055.06,28331.48,1813901.43,10323.61
ssp585 (medium confidence),83,2060,0.433,4601516.15,2243179.79,31886.99,2326449.81,10648.5
ssp585 (medium confidence),83,2070,0.578,6275221.02,3035522.79,37135.25,3202563.04,11142.56
ssp585 (medium confidence),83,2080,0.733,8418268.29,4154434.96,43334.14,4220499.02,11600.47
ssp585 (medium confidence),83,2090,0.918,1.113070224E7,5836888.92,51530.94,5242282.19,12173.37
ssp585 (medium confidence),83,2100,1.144,1.498406237E7,8697268.94,62895.66,6223897.25,12788.22
ssp585 (medium confidence),83,2110,1.343,1.906212042E7,1.203957896E7,74305.8,6948235.25,13332.47
ssp585 (medium confidence),83,2120,1.539,2.393501542E7,1.624389136E7,86923.35,7604200.57,13901.55
ssp585 (medium confidence),83,2130,1.733,2.971066189E7,2.135074164E7,100666.72,8259253.66,14729.49
ssp585 (medium confidence),83,2140,1.919,3.628591499E7,2.727618098E7,115346.32,8894387.46,15421.31
ssp585 (medium confidence),95,2020,0.107,2255039.95,1100087.4,21555.37,1133396.48,9716.04
ssp585 (medium confidence),95,2030,0.177,2626076.15,1293268.82,23606.15,1309201.16,9923.28
ssp585 (medium confidence),95,2040,0.28,3262824.13,1617865.91,26775.49,1618182.75,10206.81
ssp585 (medium confidence),95,2050,0.405,4316659.26,2104086.21,30902.53,2181670.14,10558.83
ssp585 (medium confidence),95,2060,0.535,5733305.24,2782202.03,35534.26,2915569.25,11031.57
ssp585 (medium confidence),95,2070,0.715,8156817.45,3994867.47,42534.13,4119415.2,11538.06
ssp585 (medium confidence),95,2080,0.91,1.100094101E7,5747101.49,51142.68,5202696.87,12146.61
ssp585 (medium confidence),95,2090,1.142,1.494632526E7,8667510.93,62787.54,6216027.04,12781.36
ssp585 (medium confidence),95,2100,1.421,2.087733516E7,1.359031117E7,79141.8,7207882.81,13549.81
ssp585 (medium confidence),95,2110,1.675,2.787195478E7,1.971269926E7,96410.39,8062844.95,14493.85
ssp585 (medium confidence),95,2120,1.922,3.640473514E7,2.738434764E7,115603.56,8904783.53,15430.11
