Region_ID,Region,Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Exposed_Buildings,Damaged_Buildings,Exposed_Residential_Buildings,Exposed_Nonresidential_Buildings,Building_Loss,Residential_Building_Loss,Nonresidential_Building_Loss,Exposed_Building_Value,Exposed_Population,Exposed_Households,Exposed_Road_km,Road_Loss,Exposed_Road_Value,Infrastructure_Loss,Exposed_Infrastructure_Value,Exposed_Infrastructure,Crop_Loss,Total_Crop_Value,Exposed_Evacuation_Centres,Exposed_Health_Facilties,Exposed_Schools,Total_Exposed_Value,Total_Loss,Depth.range_<_0.5.Buildings,Depth.range_<_0.5.Population,Depth.range_0.5_1.0.Buildings,Depth.range_0.5_1.0.Population,Depth.range_1.0_1.5.Buildings,Depth.range_1.0_1.5.Population,Depth.range_1.5_2.0.Buildings,Depth.range_1.5_2.0.Population,Depth.range_2.0_+.Buildings,Depth.range_2.0_+.Population
VUT.6_1,Torba,ssp245 (medium confidence),50,2020,0.049,1,0.6321,31,15,20,11,2070,1479,592,690424,14,3,0.11,561,4398,0,0,0,1,492,0,0,0,695314,2633,20,4,11,9,0,0,0,0,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2020,0.049,5,0.1813,43,41,21,22,59390,38203,21187,1052378,33,7,0.26,2040,10376,987,9190,2,1997,3936,0,0,0,1075880,64413,4,19,4,0,20,4,15,9,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2020,0.049,10,0.0952,43,41,21,22,66737,42906,23831,1052378,33,7,0.27,2140,10776,1288,9190,2,2239,3936,0,0,0,1076280,72404,3,19,3,0,19,0,18,14,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2020,0.049,25,0.0392,43,42,21,22,75948,49017,26931,1052378,38,8,0.28,2262,11176,1551,9190,2,2554,4428,0,0,0,1077172,82316,2,19,3,5,16,0,22,14,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2020,0.049,50,0.0198,43,42,21,22,83329,53892,29437,1052378,38,8,0.28,2343,11176,1665,9190,2,2760,4428,0,0,0,1077172,90095,2,14,3,9,15,0,23,14,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2020,0.049,100,0.01,43,42,21,22,90621,58732,31889,1052378,38,8,0.28,2412,11176,1771,9190,2,2942,4920,0,0,0,1077664,97746,1,10,4,14,12,0,24,9,2,5
VUT.6_1,Torba,ssp245 (medium confidence),50,2020,0.049,250,0.004,44,42,21,23,100011,64847,35164,1055919,38,8,0.29,2492,11576,1906,9190,2,3190,4920,0,0,0,1081605,107599,2,10,4,14,12,0,23,9,3,5
VUT.6_1,Torba,ssp245 (medium confidence),50,2030,0.094,1,0.6321,31,15,20,11,2717,1905,812,690424,14,3,0.12,610,4798,0,0,0,3,492,0,0,0,695714,3329,19,4,12,9,0,0,0,0,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2030,0.094,5,0.1813,43,41,21,22,64294,41259,23035,1052378,33,7,0.27,2115,10776,1121,9190,2,2169,3936,0,0,0,1076280,69699,4,19,3,0,19,4,17,9,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2030,0.094,10,0.0952,43,41,21,22,72077,46329,25748,1052378,33,7,0.28,2226,11176,1422,9190,2,2392,3936,0,0,0,1076680,78116,3,14,3,5,16,0,21,14,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2030,0.094,25,0.0392,43,42,21,22,81780,52834,28946,1052378,38,8,0.28,2354,11176,1613,9190,2,2716,4428,0,0,0,1077172,88462,2,19,3,5,15,0,23,14,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2030,0.094,50,0.0198,43,42,21,22,90005,58226,31779,1052378,38,8,0.28,2432,11176,1726,9190,2,2913,4428,0,0,0,1077172,97076,1,10,4,14,13,0,23,9,2,5
VUT.6_1,Torba,ssp245 (medium confidence),50,2030,0.094,100,0.01,43,42,21,22,98218,63565,34653,1052378,38,8,0.28,2497,11176,1831,9190,2,3086,4920,0,0,0,1077664,105632,1,10,4,14,12,0,24,9,2,5
VUT.6_1,Torba,ssp245 (medium confidence),50,2030,0.094,250,0.004,44,42,21,23,108684,70340,38344,1055919,38,8,0.29,2572,11576,1965,9190,2,3343,4920,0,0,0,1081605,116564,2,5,3,19,11,0,25,9,3,5
VUT.6_1,Torba,ssp245 (medium confidence),50,2040,0.143,1,0.6321,34,18,20,14,3450,2372,1078,725399,14,3,0.12,657,4798,0,0,0,5,492,0,0,0,730688,4113,19,4,15,9,0,0,0,0,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2040,0.143,5,0.1813,43,42,21,22,70208,45041,25167,1052378,33,7,0.28,2211,11176,1268,9190,2,2332,3936,0,0,0,1076680,76019,3,14,3,5,18,0,19,14,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2040,0.143,10,0.0952,43,42,21,22,79158,50958,28200,1052378,38,8,0.28,2320,11176,1508,9190,2,2577,4428,0,0,0,1077172,85563,2,19,3,5,16,0,22,14,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2040,0.143,25,0.0392,44,42,21,23,90645,58628,32018,1055919,38,8,0.28,2441,11176,1678,9190,2,2874,4428,0,0,0,1080713,97638,2,10,4,14,13,0,23,9,2,5
VUT.6_1,Torba,ssp245 (medium confidence),50,2040,0.143,50,0.0198,47,42,21,26,99581,64511,35070,1095379,38,8,0.29,2517,11576,1790,9190,2,3065,4920,0,0,0,1121065,106954,5,5,3,19,12,0,25,9,2,5
VUT.6_1,Torba,ssp245 (medium confidence),50,2040,0.143,100,0.01,48,42,22,26,108344,70231,38112,1108796,38,8,0.31,2588,12375,1895,9190,2,3254,4920,0,0,0,1135281,116081,6,5,3,19,11,0,22,4,6,9
VUT.6_1,Torba,ssp245 (medium confidence),50,2040,0.143,250,0.004,48,43,22,26,120886,78382,42504,1108796,38,8,0.31,2673,12375,2029,9190,2,3534,5904,0,0,0,1136265,129121,6,5,3,19,9,0,18,4,12,9
VUT.6_1,Torba,ssp245 (medium confidence),50,2050,0.209,1,0.6321,34,22,20,14,4453,3006,1447,725399,14,3,0.12,721,4798,0,0,0,11,492,0,0,0,730688,5185,19,4,15,9,0,0,0,0,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2050,0.209,5,0.1813,43,42,21,22,78790,50586,28204,1052378,33,7,0.28,2342,11176,1452,9190,2,2553,4428,0,0,0,1077172,85137,2,14,4,5,13,0,24,14,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2050,0.209,10,0.0952,43,42,21,22,89422,57705,31717,1052378,38,8,0.28,2447,11176,1609,9190,2,2824,4428,0,0,0,1077172,96301,2,10,3,14,13,0,25,14,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2050,0.209,25,0.0392,45,42,21,24,103310,66907,36403,1062718,38,8,0.28,2556,11176,1766,9190,2,3084,4920,0,0,0,1088004,110716,3,5,3,19,11,0,22,4,6,9
VUT.6_1,Torba,ssp245 (medium confidence),50,2050,0.209,50,0.0198,48,42,22,26,113238,73449,39790,1108796,38,8,0.3,2633,11975,1877,9190,2,3271,4920,0,0,0,1134881,121019,6,5,3,19,10,0,17,4,12,9
VUT.6_1,Torba,ssp245 (medium confidence),50,2050,0.209,100,0.01,48,43,22,26,122877,79783,43094,1108796,38,8,0.31,2715,12375,1982,9190,2,3485,5412,0,0,0,1135773,131059,6,5,3,19,9,0,17,4,13,9
VUT.6_1,Torba,ssp245 (medium confidence),50,2050,0.209,250,0.004,48,43,22,26,138032,89653,48378,1108796,38,8,0.32,2812,12775,2115,9190,2,3795,5904,0,0,0,1136665,146753,6,5,2,19,7,0,19,0,14,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2060,0.266,1,0.6321,35,22,20,15,5373,3584,1789,760930,14,3,0.12,775,4798,0,0,0,31,984,0,0,0,766711,6180,18,4,17,9,0,0,0,0,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2060,0.266,5,0.1813,44,42,21,23,88979,57380,31599,1055919,38,8,0.28,2442,11176,1542,9190,2,2772,4428,0,0,0,1080713,95734,3,14,3,9,13,0,25,14,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2060,0.266,10,0.0952,47,42,21,26,100959,65399,35560,1095379,38,8,0.29,2548,11576,1683,9190,2,3000,4428,0,0,0,1120573,108190,5,5,3,19,12,0,21,4,6,9
VUT.6_1,Torba,ssp245 (medium confidence),50,2060,0.266,25,0.0392,48,42,22,26,115622,74975,40647,1108796,38,8,0.31,2670,12375,1840,9190,2,3271,5412,0,0,0,1135773,123403,6,5,3,19,10,0,17,4,12,9
VUT.6_1,Torba,ssp245 (medium confidence),50,2060,0.266,50,0.0198,48,42,22,26,126813,82149,44664,1108796,42,9,0.32,2759,12775,1951,9190,2,3475,5412,0,0,0,1136173,134998,6,10,3,19,7,0,19,4,13,9
VUT.6_1,Torba,ssp245 (medium confidence),50,2060,0.266,100,0.01,48,43,22,26,138418,89725,48693,1108796,42,9,0.33,2847,13175,2056,9190,2,3704,5412,0,0,0,1136572,147025,6,10,3,19,6,0,20,4,13,9
VUT.6_1,Torba,ssp245 (medium confidence),50,2060,0.266,250,0.004,48,43,22,26,153888,99670,54218,1108796,42,9,0.33,2944,13175,2190,9190,2,4014,6396,0,0,0,1137556,163036,5,10,3,19,5,0,17,0,18,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2070,0.338,1,0.6321,36,28,20,16,6763,4506,2257,780991,14,3,0.13,846,5197,0,0,0,81,984,0,0,0,787172,7690,17,0,19,14,0,0,0,0,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2070,0.338,5,0.1813,48,42,22,26,103134,66798,36336,1108796,38,8,0.29,2572,11576,1645,9190,2,3013,4428,0,0,0,1133989,110364,6,5,3,19,11,0,20,4,8,9
VUT.6_1,Torba,ssp245 (medium confidence),50,2070,0.338,10,0.0952,48,42,22,26,116290,75404,40887,1108796,42,9,0.32,2689,12775,1778,9190,2,3229,5412,0,0,0,1136173,123986,6,10,3,19,10,0,16,4,13,9
VUT.6_1,Torba,ssp245 (medium confidence),50,2070,0.338,25,0.0392,48,43,22,26,132677,85903,46774,1108796,42,9,0.33,2827,13175,1934,9190,2,3515,5412,0,0,0,1136572,140952,6,10,3,19,7,0,19,4,13,9
VUT.6_1,Torba,ssp245 (medium confidence),50,2070,0.338,50,0.0198,48,43,22,26,145414,94001,51413,1108796,42,9,0.33,2922,13175,2045,9190,2,3741,5904,0,0,0,1137064,154122,6,10,3,19,5,0,19,4,15,9
VUT.6_1,Torba,ssp245 (medium confidence),50,2070,0.338,100,0.01,48,43,22,26,158310,102341,55969,1108796,42,9,0.33,3007,13175,2150,9190,2,3976,6396,0,0,0,1137556,167444,5,10,3,19,4,0,18,0,18,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2070,0.338,250,0.004,49,43,22,27,174340,112676,61664,1111072,42,9,0.35,3108,14121,2284,9190,2,4246,6888,0,0,0,1141271,183978,6,5,3,24,2,0,19,0,19,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2080,0.418,1,0.6321,39,32,20,19,8727,5889,2838,963158,14,3,0.13,925,5197,0,0,0,167,984,0,0,0,969339,9820,17,0,22,14,0,0,0,0,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2080,0.418,5,0.1813,48,42,22,26,120385,78114,42270,1108796,42,9,0.32,2729,12775,1750,9190,2,3255,5412,0,0,0,1136173,128119,6,10,3,19,8,0,18,4,13,9
VUT.6_1,Torba,ssp245 (medium confidence),50,2080,0.418,10,0.0952,48,43,22,26,134688,87113,47575,1108796,42,9,0.33,2862,13175,1882,9190,2,3494,5412,0,0,0,1136572,142926,6,10,3,19,7,0,18,4,14,9
VUT.6_1,Torba,ssp245 (medium confidence),50,2080,0.418,25,0.0392,48,43,22,26,153551,99053,54498,1108796,42,9,0.33,3012,13175,2038,9190,2,3794,5904,0,0,0,1137064,162396,6,10,3,19,3,0,21,4,15,9
VUT.6_1,Torba,ssp245 (medium confidence),50,2080,0.418,50,0.0198,49,43,22,27,167721,108137,59584,1111072,42,9,0.34,3105,13575,2149,9190,2,4035,5904,0,0,0,1139740,177011,6,10,3,19,3,0,19,0,18,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2080,0.418,100,0.01,49,43,22,27,180983,116660,64323,1111072,42,9,0.34,3181,13575,2255,9190,2,4257,7380,0,0,0,1141216,190676,6,5,3,24,2,0,17,0,21,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2080,0.418,250,0.004,52,45,23,29,197856,127678,70177,1146520,42,9,0.37,3293,14921,2388,9190,2,4474,8364,0,0,0,1178995,208010,9,5,2,14,3,9,16,0,22,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2090,0.494,1,0.6321,39,32,20,19,11224,7751,3473,963158,14,3,0.16,1008,6397,0,0,0,275,1476,0,0,0,971031,12507,11,0,20,4,8,9,0,0,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2090,0.494,5,0.1813,48,42,22,26,137578,88934,48644,1108796,42,9,0.33,2903,13175,1849,9190,2,3509,5412,0,0,0,1136572,145839,6,10,3,19,5,0,19,4,15,9
VUT.6_1,Torba,ssp245 (medium confidence),50,2090,0.494,10,0.0952,48,43,22,26,154163,99245,54918,1108796,42,9,0.33,3038,13175,1980,9190,2,3760,5904,0,0,0,1137064,162942,6,10,3,19,3,0,21,4,15,9
VUT.6_1,Torba,ssp245 (medium confidence),50,2090,0.494,25,0.0392,49,43,22,27,174793,112448,62345,1111072,42,9,0.34,3179,13575,2137,9190,2,4061,5904,0,0,0,1139740,184170,6,10,3,19,3,0,17,0,20,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2090,0.494,50,0.0198,49,43,22,27,189552,121925,67627,1111072,42,9,0.34,3268,13575,2248,9190,2,4278,6888,0,0,0,1140724,199346,6,5,3,19,2,5,16,0,22,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2090,0.494,100,0.01,51,43,23,28,203544,131061,72483,1132203,42,9,0.36,3352,14521,2354,9190,2,4467,8364,0,0,0,1164278,213717,8,5,1,14,4,9,16,0,22,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2090,0.494,250,0.004,52,45,23,29,221409,142580,78830,1146520,42,9,0.37,3481,14921,2487,9190,2,4743,8856,0,0,0,1179487,232121,9,5,1,14,4,9,14,0,24,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2100,0.562,1,0.6321,39,34,20,19,13685,9521,4163,963158,14,3,0.17,1095,6778,0,0,0,381,1476,0,0,0,971412,15160,8,0,20,4,11,9,0,0,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2100,0.562,5,0.1813,49,43,22,27,155306,99930,55376,1111072,42,9,0.33,3058,13175,1938,9190,2,3741,5904,0,0,0,1139341,164042,7,10,3,19,4,0,20,4,15,9
VUT.6_1,Torba,ssp245 (medium confidence),50,2100,0.562,10,0.0952,49,43,22,27,173302,111313,61988,1111072,42,9,0.34,3187,13575,2069,9190,2,3973,6396,0,0,0,1140232,182530,7,10,2,19,3,0,18,0,19,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2100,0.562,25,0.0392,50,45,23,27,195081,125320,69761,1130010,42,9,0.36,3327,14374,2226,9190,2,4287,7872,0,0,0,1161447,204921,7,5,2,19,3,5,16,0,22,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2100,0.562,50,0.0198,54,47,24,30,211256,135712,75544,1168038,42,9,0.36,3425,14374,2337,9190,2,4490,8364,0,0,0,1199967,221508,11,5,1,14,4,9,14,0,24,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2100,0.562,100,0.01,54,48,24,30,226778,145741,81036,1168038,42,9,0.38,3525,15320,2443,9190,2,4675,8856,0,0,0,1201405,237421,11,5,1,10,4,14,12,0,26,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2100,0.562,250,0.004,56,48,24,32,246270,158121,88149,1230882,46,10,0.39,3655,15720,2576,9190,2,5036,10332,0,0,0,1266124,257537,13,9,1,10,4,14,11,0,27,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2110,0.643,1,0.6321,39,35,20,19,16735,11642,5093,963158,14,3,0.17,1200,6778,0,0,0,503,1476,0,0,0,971412,18438,6,0,18,4,15,9,0,0,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2110,0.643,5,0.1813,50,45,23,27,177918,114063,63855,1130010,42,9,0.35,3237,13974,2043,9190,2,3998,6888,0,0,0,1160063,187196,8,10,2,14,3,5,18,0,19,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2110,0.643,10,0.0952,52,48,24,28,197913,126925,70988,1151529,42,9,0.36,3366,14374,2175,9190,2,4242,7872,0,0,0,1182965,207697,9,5,2,19,3,5,16,0,22,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2110,0.643,25,0.0392,54,48,24,30,222174,142602,79572,1168038,42,9,0.38,3515,15174,2331,9190,2,4567,7872,0,0,0,1200274,232587,11,5,1,10,4,14,13,0,25,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2110,0.643,50,0.0198,54,48,24,30,239908,154040,85868,1168038,47,10,0.39,3627,15720,2442,9190,2,4765,9348,0,0,0,1202297,250741,10,9,2,5,3,19,12,0,27,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2110,0.643,100,0.01,57,48,24,33,256865,164911,91953,1296031,51,11,0.39,3731,15720,2547,9190,2,4988,9840,0,0,0,1330781,268131,11,13,4,5,3,19,11,0,28,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2110,0.643,250,0.004,60,48,25,35,280042,179293,100749,1573438,56,12,0.41,3862,16520,2785,18606,4,5436,10824,0,0,0,1619388,292124,12,18,6,5,3,19,9,0,30,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2120,0.72,1,0.6321,39,39,20,19,19906,13734,6172,963158,18,4,0.18,1301,7178,0,0,0,624,2460,0,0,0,972796,21831,4,5,19,4,16,9,0,0,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2120,0.72,5,0.1813,54,48,24,30,202071,129392,72680,1168038,42,9,0.38,3409,15174,2144,9190,2,4245,7872,0,0,0,1200274,211870,11,5,2,19,3,5,14,0,24,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2120,0.72,10,0.0952,55,48,24,31,224133,143628,80505,1233188,47,10,0.38,3542,15174,2276,9190,2,4529,8364,0,0,0,1265915,234480,12,9,1,10,3,14,14,0,25,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2120,0.72,25,0.0392,58,49,24,34,251547,161232,90316,1335892,47,10,0.41,3709,16520,2431,9190,2,4872,10332,0,0,0,1371934,262559,11,9,5,5,3,19,10,0,29,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2120,0.72,50,0.0198,60,50,25,35,270851,173623,97228,1573438,51,11,0.43,3830,17320,2556,13215,3,5097,10332,0,0,0,1614304,282333,12,13,6,5,3,19,10,0,29,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2120,0.72,100,0.01,63,51,27,36,289016,185148,103869,1716959,56,12,0.44,3931,17719,2694,18606,4,5400,10824,0,0,0,1764109,301041,15,18,6,5,3,19,9,0,30,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2120,0.72,250,0.004,66,53,28,38,315908,201508,114400,1753003,56,12,0.45,4063,18119,3070,18606,4,5926,11316,0,0,0,1801045,328968,18,14,6,10,2,19,7,0,33,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2130,0.796,1,0.6321,40,39,20,20,23580,16014,7566,965867,18,4,0.21,1407,8377,0,0,0,767,2952,0,0,0,977196,25754,5,5,17,0,18,14,0,0,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2130,0.796,5,0.1813,56,48,24,32,230496,147759,82737,1273049,47,10,0.4,3597,15973,2242,9190,2,4546,8364,0,0,0,1306577,240881,11,9,3,5,3,19,13,0,26,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2130,0.796,10,0.0952,58,48,24,34,254134,162762,91372,1335892,47,10,0.42,3742,16920,2374,9190,2,4854,10332,0,0,0,1372334,265103,10,9,6,5,3,19,10,0,29,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2130,0.796,25,0.0392,62,49,26,36,284153,181455,102698,1691975,51,11,0.44,3916,17719,2529,9190,2,5252,10332,0,0,0,1729216,295850,14,13,6,5,3,19,9,0,30,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2130,0.796,50,0.0198,64,50,27,37,305795,194920,110876,1721058,56,12,0.45,4041,18119,2776,18606,4,5574,10824,0,0,0,1768608,318186,16,14,6,10,3,19,6,0,33,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2130,0.796,100,0.01,69,51,29,40,325869,207296,118574,2034022,56,12,0.45,4148,18119,2973,18606,4,5981,11808,0,0,0,2082556,338971,21,14,6,10,2,19,7,0,33,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2130,0.796,250,0.004,71,53,29,42,353100,223630,129470,2145820,56,12,0.45,4277,18119,3347,18606,4,6619,13284,0,0,0,2195830,367343,23,14,5,10,3,19,4,0,36,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2140,0.872,1,0.6321,40,39,20,20,27253,18294,8959,965867,18,4,0.21,1513,8377,0,0,0,909,2952,0,0,0,977196,29675,4,5,15,0,21,14,0,0,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2140,0.872,5,0.1813,56,48,24,32,258921,166127,92794,1273049,47,10,0.4,3784,15973,2341,9190,2,4846,8856,0,0,0,1307069,269892,8,9,6,5,3,19,10,0,29,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2140,0.872,10,0.0952,58,48,24,34,284135,181897,102238,1335892,47,10,0.42,3937,16920,2472,9190,2,5178,10332,0,0,0,1372334,295722,10,5,6,10,3,19,7,0,32,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2140,0.872,25,0.0392,63,49,26,37,316758,201678,115080,1708963,51,11,0.45,4122,18119,2648,13215,3,5633,10332,0,0,0,1750629,329161,15,9,6,10,3,19,5,0,34,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2140,0.872,50,0.0198,65,50,27,38,340740,216217,124523,1932364,56,12,0.45,4252,18119,2981,18606,4,6050,10824,0,0,0,1979913,354023,17,14,6,10,2,19,4,0,36,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2140,0.872,100,0.01,69,51,29,40,362723,229444,133278,2034022,56,12,0.45,4363,18119,3251,18606,4,6563,11808,0,0,0,2082556,376900,21,14,5,10,3,19,3,0,37,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2140,0.872,250,0.004,71,53,29,42,390292,245751,144541,2145820,56,12,0.47,4498,20118,3624,18606,4,7311,13284,0,0,0,2197829,405725,22,14,6,5,3,19,2,5,38,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2150,0.946,1,0.6321,42,39,21,21,32418,21605,10813,1045979,28,6,0.21,1630,8377,2,200,1,1056,2952,0,0,0,1057509,35106,3,14,16,0,23,14,0,0,0,0
VUT.6_1,Torba,ssp245 (medium confidence),50,2150,0.946,5,0.1813,59,49,24,35,288502,184701,103801,1339992,47,10,0.44,3979,17719,2436,9190,2,5216,9840,0,0,0,1376741,300133,11,5,6,10,3,19,7,0,32,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2150,0.946,10,0.0952,64,50,26,38,316459,201684,114775,1920268,51,11,0.45,4143,18119,2567,9190,2,5582,10332,0,0,0,1957909,328751,16,9,6,10,3,19,5,0,34,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2150,0.946,25,0.0392,67,51,28,39,351375,222685,128690,2002077,56,12,0.45,4333,18119,2881,18606,4,6113,11808,0,0,0,2050611,364703,19,14,6,10,2,19,3,0,37,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2150,0.946,50,0.0198,70,54,29,41,376335,237561,138774,2139440,56,12,0.48,4467,19318,3223,18606,4,6634,12300,0,0,0,2189665,390659,21,14,6,10,3,19,3,0,37,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2150,0.946,100,0.01,70,54,29,41,399214,251184,148030,2139440,56,12,0.5,4589,20118,3519,18606,4,7188,13284,0,0,0,2191449,414510,21,14,6,5,3,24,2,0,38,14
VUT.6_1,Torba,ssp245 (medium confidence),50,2150,0.946,250,0.004,74,56,30,44,427339,267766,159573,2233861,56,12,0.55,4772,24058,3890,18606,4,7952,13776,0,0,0,2290301,443953,22,14,9,5,2,14,3,9,38,14
