Region_ID,Region,Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Exposed_Buildings,Damaged_Buildings,Exposed_Residential_Buildings,Exposed_Nonresidential_Buildings,Building_Loss,Residential_Building_Loss,Nonresidential_Building_Loss,Exposed_Building_Value,Exposed_Population,Exposed_Households,Exposed_Road_km,Road_Loss,Exposed_Road_Value,Infrastructure_Loss,Exposed_Infrastructure_Value,Exposed_Infrastructure,Crop_Loss,Total_Crop_Value,Exposed_Evacuation_Centres,Exposed_Health_Facilties,Exposed_Schools,Total_Exposed_Value,Total_Loss,Depth.range_<_0_5.Buildings,Depth.range_<_0_5.Population,Depth.range_0_5_1_0.Buildings,Depth.range_0_5_1_0.Population,Depth.range_1_0_1_5.Buildings,Depth.range_1_0_1_5.Population,Depth.range_1_5_2_0.Buildings,Depth.range_1_5_2_0.Population,Depth.range_2_0_+.Buildings,Depth.range_2_0_+.Population
5.0,Niuas,ssp245 (medium confidence),50,2120,0.8,100,0.01,230,172,99,131,337143,137659,199484,6635186,336,0,16.13,660882,2409541,0,0,0,76070,90090,0,0,0,9134817,1074095,73,94,58,31,22,38,36,30,41,143
5.0,Niuas,ssp245 (medium confidence),50,2120,0.8,250,0.004,277,195,120,157,455223,193138,262086,7542172,366,0,17.52,722923,2557276,0,0,0,80215,97890,0,0,0,10197337,1258360,106,111,57,20,31,26,27,61,56,148
5.0,Niuas,ssp245 (medium confidence),50,2130,0.883,1,0.6321,15,3,6,9,2454,0,2454,368801,97,0,2.13,18147,231286,0,0,0,9068,26130,0,0,0,626217,29669,13,33,2,28,0,36,0,0,0,0
5.0,Niuas,ssp245 (medium confidence),50,2130,0.883,5,0.1813,124,87,56,68,100724,32259,68465,1858457,235,0,11.75,457711,1873758,0,0,0,64458,73320,0,0,0,3805535,622893,40,55,25,32,43,51,14,33,2,64
5.0,Niuas,ssp245 (medium confidence),50,2130,0.883,10,0.0952,148,98,65,83,137985,46323,91663,2314139,235,0,12.57,506579,1988655,0,0,0,66791,76050,0,0,0,4378844,711355,57,13,22,63,34,31,30,51,5,77
5.0,Niuas,ssp245 (medium confidence),50,2130,0.883,25,0.0392,176,135,76,100,211571,77479,134092,3425669,242,0,13.62,576775,2109558,0,0,0,70648,82290,0,0,0,5617517,858995,58,7,35,55,24,32,49,51,10,97
5.0,Niuas,ssp245 (medium confidence),50,2130,0.883,50,0.0198,200,159,86,114,293532,116319,177213,4324149,273,0,14.96,633465,2264321,0,0,0,74364,85800,0,0,0,6674270,1001361,51,38,57,24,20,52,40,31,32,128
5.0,Niuas,ssp245 (medium confidence),50,2130,0.883,100,0.01,234,172,101,133,381808,157564,224244,6755984,336,0,16.19,687492,2415889,0,0,0,77808,90480,0,0,0,9262353,1147108,71,94,62,13,20,49,31,37,50,143
5.0,Niuas,ssp245 (medium confidence),50,2130,0.883,250,0.004,278,195,121,157,510032,219631,290401,7564028,366,0,17.65,751929,2574974,0,0,0,82157,97890,0,0,0,10236892,1344119,99,105,52,26,40,26,22,61,65,148
5.0,Niuas,ssp245 (medium confidence),50,2140,0.965,1,0.6321,19,4,9,10,3156,0,3156,430043,97,0,3.07,24906,372832,0,0,0,10954,31200,0,0,0,834074,39015,17,33,2,6,0,58,0,0,0,0
5.0,Niuas,ssp245 (medium confidence),50,2140,0.965,5,0.1813,138,91,59,79,117220,38204,79016,2221736,235,0,12.14,479915,1925565,0,0,0,65689,74490,0,0,0,4221791,662823,51,44,24,32,41,62,19,22,3,75
5.0,Niuas,ssp245 (medium confidence),50,2140,0.965,10,0.0952,159,110,70,89,159086,54294,104793,2901548,242,0,13.09,528296,2044255,0,0,0,68056,78780,0,0,0,5024583,755438,64,13,21,70,29,31,40,51,5,77
5.0,Niuas,ssp245 (medium confidence),50,2140,0.965,25,0.0392,187,148,80,107,243185,91658,151526,4034365,252,0,14.23,598479,2177799,0,0,0,72066,83850,0,0,0,6296014,913730,58,17,42,55,24,32,49,51,14,97
5.0,Niuas,ssp245 (medium confidence),50,2140,0.965,50,0.0198,216,167,93,123,334632,134696,199936,6155489,336,0,15.68,659119,2360536,0,0,0,76009,87360,0,0,0,8603385,1069759,61,94,59,20,21,49,34,45,41,128
5.0,Niuas,ssp245 (medium confidence),50,2140,0.965,100,0.01,258,184,110,148,431946,181194,250753,7247708,366,0,16.81,715696,2484318,0,0,0,79554,96330,0,0,0,9828356,1227196,89,124,60,7,27,55,26,32,56,148
5.0,Niuas,ssp245 (medium confidence),50,2140,0.965,250,0.004,294,217,128,166,573621,250140,323481,7726438,366,0,18.35,781625,2656714,0,0,0,84083,101400,0,0,0,10484552,1439329,103,105,51,26,51,26,20,61,69,148
5.0,Niuas,ssp245 (medium confidence),50,2150,1.046,1,0.6321,26,6,14,12,3991,11,3980,626321,97,0,4.0,34470,527009,0,0,0,13198,35880,0,0,0,1189209,51658,22,33,3,2,1,61,0,1,0,0
5.0,Niuas,ssp245 (medium confidence),50,2150,1.046,5,0.1813,148,101,66,82,135852,45097,90755,2315827,235,0,12.68,501768,1997206,0,0,0,66884,76050,0,0,0,4389084,704503,57,13,23,63,36,38,28,44,4,77
5.0,Niuas,ssp245 (medium confidence),50,2150,1.046,10,0.0952,164,124,73,91,182465,63631,118834,3014443,242,0,13.47,549238,2082791,0,0,0,69311,81510,0,0,0,5178743,801013,59,13,25,56,32,30,40,66,8,77
5.0,Niuas,ssp245 (medium confidence),50,2150,1.046,25,0.0392,194,157,83,111,278036,107668,170368,4245007,265,0,15.01,621451,2276617,0,0,0,73585,86190,0,0,0,6607814,973072,51,30,55,13,21,63,39,31,28,128
5.0,Niuas,ssp245 (medium confidence),50,2150,1.046,50,0.0198,234,176,101,133,379369,155353,224016,6838988,343,0,16.38,686140,2440306,0,0,0,77659,93210,0,0,0,9372503,1143169,70,101,63,13,21,49,32,37,48,143
5.0,Niuas,ssp245 (medium confidence),50,2150,1.046,100,0.01,278,197,121,157,486187,207589,278598,7545103,366,0,17.69,744700,2589391,0,0,0,81300,97890,0,0,0,10232384,1312187,104,105,51,26,39,26,22,61,62,148
5.0,Niuas,ssp245 (medium confidence),50,2150,1.046,250,0.004,308,230,137,171,642876,283195,359681,8126153,371,0,19.06,811556,2726904,0,0,0,86185,104520,0,0,0,10957577,1540617,103,83,54,53,52,24,24,38,75,173
5.0,Niuas,ssp585 (medium confidence),50,2020,0.057,1,0.6321,1,0,0,1,0,0,0,118153,62,0,0.22,839,12811,0,0,0,764,5460,0,0,0,136424,1602,1,50,0,12,0,0,0,0,0,0
5.0,Niuas,ssp585 (medium confidence),50,2020,0.057,5,0.1813,70,47,30,40,17242,3866,13377,1153833,159,0,8.96,220208,1481389,0,0,0,39555,61620,0,0,0,2696842,277005,37,38,28,44,4,15,1,47,0,15
5.0,Niuas,ssp585 (medium confidence),50,2020,0.057,10,0.0952,81,59,34,47,26799,7387,19412,1210356,180,0,9.71,278703,1580962,0,0,0,47088,64350,0,0,0,2855668,352590,31,37,42,66,6,13,2,22,0,42
5.0,Niuas,ssp585 (medium confidence),50,2020,0.057,25,0.0392,91,75,39,52,45640,14947,30693,1398298,222,0,10.6,358803,1699534,0,0,0,56041,66300,0,0,0,3164133,460484,23,63,38,31,26,51,4,19,0,58
5.0,Niuas,ssp585 (medium confidence),50,2020,0.057,50,0.0198,104,82,45,59,65960,22441,43518,1576889,229,0,11.09,418404,1764847,0,0,0,60980,68640,0,0,0,3410376,545344,24,49,30,37,44,49,5,32,1,62
5.0,Niuas,ssp585 (medium confidence),50,2020,0.057,100,0.01,130,92,57,73,88932,32397,56535,1889682,235,0,11.57,464488,1834499,0,0,0,63871,72540,0,0,0,3796721,617291,46,26,20,61,41,20,21,51,2,77
5.0,Niuas,ssp585 (medium confidence),50,2020,0.057,250,0.004,157,103,68,89,127337,48163,79174,2643937,242,0,12.31,509244,1944210,0,0,0,66609,75660,0,0,0,4663807,703191,58,31,24,38,39,30,31,66,5,77
5.0,Niuas,ssp585 (medium confidence),50,2030,0.115,1,0.6321,1,0,0,1,0,0,0,118153,64,0,0.25,1080,16584,0,0,0,1126,5850,0,0,0,140587,2206,1,49,0,15,0,0,0,0,0,0
5.0,Niuas,ssp585 (medium confidence),50,2030,0.115,5,0.1813,72,53,31,41,20256,4937,15319,1167303,159,0,9.15,239568,1502441,0,0,0,42281,62010,0,0,0,2731754,302105,31,31,36,51,4,15,1,42,0,20
5.0,Niuas,ssp585 (medium confidence),50,2030,0.115,10,0.0952,82,63,35,47,30552,8804,21748,1222225,180,0,9.89,295097,1607541,0,0,0,49520,64740,0,0,0,2894506,375168,29,32,42,51,9,33,2,22,0,42
5.0,Niuas,ssp585 (medium confidence),50,2030,0.115,25,0.0392,94,80,40,54,51481,16870,34610,1427507,222,0,10.72,374577,1714424,0,0,0,57618,66300,0,0,0,3208230,483675,22,63,35,31,33,51,4,19,0,58
5.0,Niuas,ssp585 (medium confidence),50,2030,0.115,50,0.0198,108,88,48,60,73920,25110,48810,1629921,235,0,11.27,433689,1793018,0,0,0,62069,69420,0,0,0,3492359,569678,26,55,26,32,49,51,5,33,2,64
5.0,Niuas,ssp585 (medium confidence),50,2030,0.115,100,0.01,135,99,60,75,99439,36323,63117,2148599,235,0,11.79,478615,1865059,0,0,0,64672,74100,0,0,0,4087758,642727,47,26,20,61,42,20,21,51,5,77
5.0,Niuas,ssp585 (medium confidence),50,2030,0.115,250,0.004,159,111,68,91,140996,53913,87082,2780746,242,0,12.54,522924,1978329,0,0,0,67366,78000,0,0,0,4837075,731285,60,31,22,38,36,30,36,66,5,77
5.0,Niuas,ssp585 (medium confidence),50,2040,0.18,1,0.6321,2,0,0,2,0,0,0,145323,64,0,0.29,1469,22337,0,0,0,1548,6240,0,0,0,173901,3018,2,44,0,20,0,0,0,0,0,0
5.0,Niuas,ssp585 (medium confidence),50,2040,0.18,5,0.1813,77,53,33,44,23904,6211,17693,1201702,173,0,9.41,259960,1547971,0,0,0,45231,63570,0,0,0,2813243,329096,30,45,41,51,4,13,2,22,0,42
5.0,Niuas,ssp585 (medium confidence),50,2040,0.18,10,0.0952,83,63,36,47,35039,10531,24509,1236787,180,0,10.16,312881,1640783,0,0,0,51984,64740,0,0,0,2942311,399904,25,32,46,51,10,33,2,6,0,58
5.0,Niuas,ssp585 (medium confidence),50,2040,0.18,25,0.0392,96,80,42,54,59149,19151,39997,1531689,229,0,10.88,392332,1743785,0,0,0,59186,67470,0,0,0,3342944,510666,23,56,33,45,34,51,5,15,1,62
5.0,Niuas,ssp585 (medium confidence),50,2040,0.18,50,0.0198,118,88,51,67,83869,28662,55207,1768958,235,0,11.44,450761,1820994,0,0,0,63089,70980,0,0,0,3660932,597719,36,55,19,32,52,51,8,22,3,75
5.0,Niuas,ssp585 (medium confidence),50,2040,0.18,100,0.01,144,99,64,80,112094,41135,70959,2373427,235,0,11.97,494261,1898174,0,0,0,65470,75270,0,0,0,4346872,671825,52,26,22,50,41,31,24,51,5,77
5.0,Niuas,ssp585 (medium confidence),50,2040,0.18,250,0.004,164,111,69,95,157686,61289,96396,3016462,242,0,12.75,539043,2006705,0,0,0,68284,78390,0,0,0,5101557,765013,64,20,20,42,28,37,44,46,8,97
5.0,Niuas,ssp585 (medium confidence),50,2050,0.262,1,0.6321,2,0,0,2,0,0,0,145323,64,0,0.36,2045,28500,0,0,0,2070,7800,0,0,0,181624,4116,2,44,0,20,0,0,0,0,0,0
5.0,Niuas,ssp585 (medium confidence),50,2050,0.262,5,0.1813,82,60,35,47,28999,8111,20889,1222225,173,0,9.75,283800,1585925,0,0,0,48675,64350,0,0,0,2872500,361474,29,25,44,54,7,30,2,22,0,42
5.0,Niuas,ssp585 (medium confidence),50,2050,0.262,10,0.0952,87,70,38,49,41983,12946,29036,1309464,191,0,10.46,335585,1685629,0,0,0,54644,65910,0,0,0,3061004,432212,24,32,44,62,16,22,3,17,0,58
5.0,Niuas,ssp585 (medium confidence),50,2050,0.262,25,0.0392,105,83,47,58,69863,22476,47386,1614925,229,0,11.14,414733,1787236,0,0,0,60957,68250,0,0,0,3470411,545553,25,49,29,37,45,66,5,13,1,64
5.0,Niuas,ssp585 (medium confidence),50,2050,0.262,50,0.0198,133,95,59,74,98068,34069,63999,1934866,235,0,11.76,471754,1867429,0,0,0,64242,74100,0,0,0,3876395,634065,45,55,24,32,45,27,16,44,3,77
5.0,Niuas,ssp585 (medium confidence),50,2050,0.262,100,0.01,156,102,68,88,129908,48301,81607,2639318,242,0,12.46,514011,1971386,0,0,0,66594,76440,0,0,0,4687144,710513,58,31,23,38,39,30,31,66,5,77
5.0,Niuas,ssp585 (medium confidence),50,2050,0.262,250,0.004,171,130,72,99,183704,72623,111081,3267916,242,0,13.11,559897,2044619,0,0,0,69497,81120,0,0,0,5393656,813098,62,13,27,49,26,32,45,51,11,97
5.0,Niuas,ssp585 (medium confidence),50,2060,0.35,1,0.6321,2,0,0,2,0,0,0,145323,64,0,0.53,2935,49836,0,0,0,2678,8970,0,0,0,204129,5612,2,28,0,36,0,0,0,0,0,0
5.0,Niuas,ssp585 (medium confidence),50,2060,0.35,5,0.1813,83,63,36,47,34981,10396,24585,1236787,180,0,10.22,308384,1650115,0,0,0,51974,65130,0,0,0,2952033,395338,27,32,44,51,10,33,2,6,0,58
5.0,Niuas,ssp585 (medium confidence),50,2060,0.35,10,0.0952,91,77,39,52,51032,15807,35225,1398298,222,0,10.72,360043,1717993,0,0,0,57139,67860,0,0,0,3184151,468214,25,63,36,38,26,44,4,19,0,58
5.0,Niuas,ssp585 (medium confidence),50,2060,0.35,25,0.0392,118,88,52,66,82315,26655,55660,1777355,235,0,11.44,438608,1832871,0,0,0,62573,71370,0,0,0,3681596,583496,36,55,24,32,49,51,7,33,2,64
5.0,Niuas,ssp585 (medium confidence),50,2060,0.35,50,0.0198,149,98,66,83,114949,40786,74163,2524153,235,0,12.19,493899,1932889,0,0,0,65399,76050,0,0,0,4533092,674247,58,26,22,50,40,31,25,51,4,77
5.0,Niuas,ssp585 (medium confidence),50,2060,0.35,100,0.01,163,112,69,94,152030,57423,94607,3005100,242,0,12.87,535583,2017440,0,0,0,67908,78780,0,0,0,5101320,755520,64,20,20,42,31,37,43,49,5,94
5.0,Niuas,ssp585 (medium confidence),50,2060,0.35,250,0.004,179,143,77,102,216242,86583,129659,3654863,261,0,13.55,583112,2099596,0,0,0,70921,83460,0,0,0,5837919,870275,59,26,35,26,23,61,39,20,23,128
5.0,Niuas,ssp585 (medium confidence),50,2070,0.457,1,0.6321,3,1,0,3,166,0,166,149833,64,0,0.6,4489,57646,0,0,0,3554,10920,0,0,0,218399,8209,3,6,0,58,0,0,0,0,0,0
5.0,Niuas,ssp585 (medium confidence),50,2070,0.457,5,0.1813,87,71,38,49,44385,13547,30838,1309464,193,0,10.54,338100,1693976,0,0,0,55406,66300,0,0,0,3069740,437890,24,34,42,62,18,22,3,17,0,58
5.0,Niuas,ssp585 (medium confidence),50,2070,0.457,10,0.0952,96,81,42,54,63929,19656,44273,1531689,229,0,11.04,390031,1771566,0,0,0,59720,68640,0,0,0,3371895,513680,23,70,29,31,39,51,4,13,1,64
5.0,Niuas,ssp585 (medium confidence),50,2070,0.457,25,0.0392,132,91,58,74,99700,33238,66461,2049126,235,0,11.81,467141,1876946,0,0,0,64188,73320,0,0,0,3999392,631029,45,55,24,32,49,51,11,22,3,75
5.0,Niuas,ssp585 (medium confidence),50,2070,0.457,50,0.0198,156,106,68,88,139295,50248,89046,2654622,242,0,12.73,520596,2002950,0,0,0,66827,77610,0,0,0,4735183,726718,60,20,21,49,37,45,33,51,5,77
5.0,Niuas,ssp585 (medium confidence),50,2070,0.457,100,0.01,171,132,72,99,184818,71323,113495,3287538,242,0,13.28,562581,2069231,0,0,0,69622,80730,0,0,0,5437499,817021,63,13,26,49,27,32,45,51,10,97
5.0,Niuas,ssp585 (medium confidence),50,2070,0.457,250,0.004,193,158,82,111,261604,105638,155965,4023532,269,0,14.23,612948,2167297,0,0,0,72830,86580,0,0,0,6277409,947382,54,34,50,26,20,61,40,20,29,128
5.0,Niuas,ssp585 (medium confidence),50,2080,0.577,1,0.6321,4,2,0,4,689,0,689,194889,64,0,0.75,6770,74812,0,0,0,4817,14040,0,0,0,283741,12275,3,2,1,50,0,12,0,0,0,0
5.0,Niuas,ssp585 (medium confidence),50,2080,0.577,5,0.1813,91,77,39,52,57812,17603,40209,1398298,229,0,10.87,371825,1742595,0,0,0,58652,67860,0,0,0,3208753,488289,21,70,31,31,34,51,4,15,1,62
5.0,Niuas,ssp585 (medium confidence),50,2080,0.577,10,0.0952,107,83,49,58,79977,24844,55133,1629280,235,0,11.34,423647,1819776,0,0,0,62103,70200,0,0,0,3519255,565726,26,62,28,25,45,54,6,30,2,64
5.0,Niuas,ssp585 (medium confidence),50,2080,0.577,25,0.0392,148,96,66,82,123737,42614,81123,2318449,235,0,12.27,498521,1948169,0,0,0,65775,76050,0,0,0,4342668,688033,58,13,22,63,34,31,30,51,4,77
5.0,Niuas,ssp585 (medium confidence),50,2080,0.577,50,0.0198,166,119,71,95,172956,63466,109490,3078083,242,0,13.15,550537,2057127,0,0,0,68703,79950,0,0,0,5215161,792196,62,13,23,49,26,37,48,46,7,97
5.0,Niuas,ssp585 (medium confidence),50,2080,0.577,100,0.01,183,147,78,105,229878,90854,139024,3816873,261,0,13.79,594184,2124226,0,0,0,71697,83460,0,0,0,6024559,895759,53,26,44,26,20,61,42,20,24,128
5.0,Niuas,ssp585 (medium confidence),50,2080,0.577,250,0.004,214,165,93,121,320376,130680,189696,6069523,288,0,15.1,648730,2266115,0,0,0,75205,88530,0,0,0,8424169,1044311,57,46,58,31,24,38,35,30,40,143
5.0,Niuas,ssp585 (medium confidence),50,2090,0.717,1,0.6321,9,3,2,7,1488,0,1488,286392,77,0,1.42,10352,157180,0,0,0,6537,23400,0,0,0,466972,18377,7,13,2,44,0,20,0,0,0,0
5.0,Niuas,ssp585 (medium confidence),50,2090,0.717,5,0.1813,111,87,50,61,75953,23327,52626,1686744,235,0,11.47,411442,1836850,0,0,0,61601,71370,0,0,0,3594963,548995,31,62,33,45,39,51,6,13,2,64
5.0,Niuas,ssp585 (medium confidence),50,2090,0.717,10,0.0952,134,98,60,74,102014,32920,69093,2211691,235,0,11.94,461934,1898964,0,0,0,64449,74100,0,0,0,4184755,628397,49,55,24,32,46,51,12,22,3,75
5.0,Niuas,ssp585 (medium confidence),50,2090,0.717,25,0.0392,164,135,71,93,159350,56146,103204,3070445,242,0,13.24,534605,2065084,0,0,0,67846,79950,0,0,0,5215479,761801,68,13,17,56,35,45,38,51,6,77
5.0,Niuas,ssp585 (medium confidence),50,2090,0.717,50,0.0198,185,159,78,107,221408,84163,137245,3977523,261,0,14.02,586531,2152202,0,0,0,71188,83460,0,0,0,6213186,879127,62,26,39,55,21,32,51,51,12,97
5.0,Niuas,ssp585 (medium confidence),50,2090,0.717,100,0.01,212,172,91,121,292478,117754,174724,5928608,288,0,15.21,634092,2289528,0,0,0,74331,87360,0,0,0,8305495,1000901,63,53,54,24,22,52,42,31,31,128
5.0,Niuas,ssp585 (medium confidence),50,2090,0.717,250,0.004,256,195,109,147,400414,166644,233770,7100827,366,0,16.77,693832,2467921,0,0,0,78271,95160,0,0,0,9663908,1172517,90,124,62,13,22,49,29,37,53,143
5.0,Niuas,ssp585 (medium confidence),50,2100,0.866,1,0.6321,15,3,6,9,2355,0,2355,368801,97,0,2.12,17358,230886,0,0,0,8809,26130,0,0,0,625818,28522,13,33,2,28,0,36,0,0,0,0
5.0,Niuas,ssp585 (medium confidence),50,2100,0.866,5,0.1813,124,87,56,68,98187,31344,66843,1858457,235,0,11.75,452978,1873758,0,0,0,64166,73320,0,0,0,3805535,615331,42,55,25,32,42,51,13,33,2,64
5.0,Niuas,ssp585 (medium confidence),50,2100,0.866,10,0.0952,148,98,65,83,134301,44950,89351,2314139,235,0,12.56,502020,1987465,0,0,0,66551,76050,0,0,0,4377654,702873,57,13,23,63,37,38,26,44,5,77
5.0,Niuas,ssp585 (medium confidence),50,2100,0.866,25,0.0392,176,135,76,100,206223,75294,130929,3425669,242,0,13.62,572464,2109558,0,0,0,70361,81900,0,0,0,5617127,849048,61,7,33,55,24,32,49,51,9,97
5.0,Niuas,ssp585 (medium confidence),50,2100,0.866,50,0.0198,200,159,86,114,286146,113026,173120,4324149,265,0,14.96,628678,2264321,0,0,0,74039,85800,0,0,0,6674270,988862,53,30,56,24,21,52,40,31,30,128
5.0,Niuas,ssp585 (medium confidence),50,2100,0.866,100,0.01,234,172,101,133,372660,153487,219172,6755984,336,0,16.19,682045,2415889,0,0,0,77452,90480,0,0,0,9262353,1132156,71,94,64,13,19,49,31,37,49,143
5.0,Niuas,ssp585 (medium confidence),50,2100,0.866,250,0.004,278,195,121,157,498806,214204,284602,7564028,366,0,17.64,745996,2574574,0,0,0,81759,97890,0,0,0,10236492,1326561,99,105,57,26,37,26,22,61,63,148
5.0,Niuas,ssp585 (medium confidence),50,2110,0.98,1,0.6321,19,4,9,10,3295,0,3295,430043,97,0,3.11,26303,379579,0,0,0,11329,31200,0,0,0,840822,40927,17,33,2,6,0,58,0,0,0,0
5.0,Niuas,ssp585 (medium confidence),50,2110,0.98,5,0.1813,138,91,59,79,120441,39364,81077,2221736,235,0,12.14,483943,1925565,0,0,0,65905,74490,0,0,0,4221791,670290,51,42,24,34,41,62,19,22,3,75
5.0,Niuas,ssp585 (medium confidence),50,2110,0.98,10,0.0952,159,110,70,89,163106,55817,107289,2901548,242,0,13.12,532270,2048819,0,0,0,68293,78780,0,0,0,5029147,763669,63,13,21,56,30,45,40,51,5,77
5.0,Niuas,ssp585 (medium confidence),50,2110,0.98,25,0.0392,187,148,80,107,249246,94426,154820,4034365,252,0,14.28,602518,2185737,0,0,0,72327,83850,0,0,0,6303952,924091,55,17,44,55,25,32,47,51,16,97
5.0,Niuas,ssp585 (medium confidence),50,2110,0.98,50,0.0198,219,167,94,125,342412,138177,204235,6170163,336,0,15.71,663935,2362525,0,0,0,76313,87360,0,0,0,8620049,1082660,63,94,59,20,20,49,34,30,43,143
5.0,Niuas,ssp585 (medium confidence),50,2110,0.98,100,0.01,259,184,110,149,441406,185706,255700,7296193,366,0,16.83,720947,2485117,0,0,0,79875,96330,0,0,0,9877640,1242227,89,124,57,7,31,55,24,32,58,148
5.0,Niuas,ssp585 (medium confidence),50,2110,0.98,250,0.004,294,217,128,166,585705,255929,329776,7726438,366,0,18.37,787108,2658304,0,0,0,84435,101400,0,0,0,10486141,1457248,101,97,51,34,51,26,21,50,70,159
5.0,Niuas,ssp585 (medium confidence),50,2120,1.119,1,0.6321,29,10,15,14,4839,47,4792,659800,97,0,4.71,45606,654200,0,0,0,15402,42120,0,0,0,1356120,65847,24,22,4,13,1,47,0,15,0,0
5.0,Niuas,ssp585 (medium confidence),50,2120,1.119,5,0.1813,155,113,69,86,154115,52047,102068,2628992,235,0,13.08,521442,2042275,0,0,0,67978,78390,0,0,0,4749658,743534,63,6,21,70,27,31,39,51,5,77
5.0,Niuas,ssp585 (medium confidence),50,2120,1.119,10,0.0952,176,138,76,100,205529,73290,132239,3425669,242,0,13.73,567805,2114745,0,0,0,70446,82680,0,0,0,5623094,843780,62,7,32,55,29,32,42,51,11,97
5.0,Niuas,ssp585 (medium confidence),50,2120,1.119,25,0.0392,210,165,89,121,311853,123312,188541,5914101,289,0,15.5,643488,2342487,0,0,0,75044,87750,0,0,0,8344337,1030386,59,54,57,13,22,63,35,31,37,128
5.0,Niuas,ssp585 (medium confidence),50,2120,1.119,50,0.0198,251,187,109,142,422792,175968,246823,7156524,366,0,16.93,711550,2513504,0,0,0,79176,95940,0,0,0,9765968,1213518,84,124,59,7,26,55,26,32,56,148
5.0,Niuas,ssp585 (medium confidence),50,2120,1.119,100,0.01,293,214,128,165,539187,233556,305632,7779498,366,0,18.26,771303,2653321,0,0,0,82932,100230,0,0,0,10533049,1393423,105,105,53,26,47,26,20,61,68,148
5.0,Niuas,ssp585 (medium confidence),50,2120,1.119,250,0.004,311,264,140,171,709375,314834,394541,8187705,371,0,19.64,838932,2780682,0,0,0,88254,106860,0,0,0,11075247,1636562,93,35,59,94,60,31,21,38,78,173
5.0,Niuas,ssp585 (medium confidence),50,2130,1.252,1,0.6321,35,15,17,18,6747,326,6421,719056,121,0,6.32,74823,1004954,0,0,0,19766,48750,0,0,0,1772760,101336,29,44,4,13,2,44,0,20,0,0
5.0,Niuas,ssp585 (medium confidence),50,2130,1.252,5,0.1813,166,125,74,92,192676,67545,125130,3164410,242,0,13.62,556114,2098880,0,0,0,69976,81900,0,0,0,5345190,818766,60,7,25,62,29,30,43,49,9,94
5.0,Niuas,ssp585 (medium confidence),50,2130,1.252,10,0.0952,188,149,80,108,255091,95372,159719,4137600,252,0,14.69,603394,2239923,0,0,0,72762,85410,0,0,0,6462933,931247,60,17,42,44,23,43,45,51,18,97
5.0,Niuas,ssp585 (medium confidence),50,2130,1.252,25,0.0392,231,177,100,131,382059,156390,225669,6528626,343,0,16.54,687699,2462719,0,0,0,77805,93210,0,0,0,9084554,1147563,70,101,61,13,20,56,31,30,49,143
5.0,Niuas,ssp585 (medium confidence),50,2130,1.252,50,0.0198,285,200,125,160,512340,219593,292747,7679640,366,0,18.04,760103,2631058,0,0,0,82091,99450,0,0,0,10410148,1354534,101,118,52,13,45,55,23,32,64,148
5.0,Niuas,ssp585 (medium confidence),50,2130,1.252,100,0.01,309,233,138,171,650963,287429,363535,8135784,371,0,19.38,820709,2758235,0,0,0,86474,104130,0,0,0,10998149,1558146,105,83,51,53,56,24,22,52,75,159
5.0,Niuas,ssp585 (medium confidence),50,2130,1.252,250,0.004,324,279,146,178,837954,376847,461107,8703976,371,0,20.5,890017,2839119,0,0,0,92254,109590,0,0,0,11652686,1820225,71,12,82,117,64,13,25,49,82,180
5.0,Niuas,ssp585 (medium confidence),50,2140,1.378,1,0.6321,51,19,24,27,9075,972,8103,886376,133,0,7.53,114324,1261317,0,0,0,24760,51870,0,0,0,2199563,148159,39,36,10,33,2,28,0,36,0,0
5.0,Niuas,ssp585 (medium confidence),50,2140,1.378,5,0.1813,183,141,78,105,235988,86182,149806,3653248,246,0,14.3,588840,2175094,0,0,0,72013,84630,0,0,0,5912972,896841,60,11,40,55,25,32,43,51,15,97
5.0,Niuas,ssp585 (medium confidence),50,2140,1.378,10,0.0952,201,159,85,116,310733,121905,188828,4476218,272,0,15.46,640569,2334773,0,0,0,75326,88920,0,0,0,6899911,1026628,55,37,55,13,22,63,36,31,33,128
5.0,Niuas,ssp585 (medium confidence),50,2140,1.378,25,0.0392,258,187,113,145,458534,193056,265478,7295714,366,0,17.36,732833,2560152,0,0,0,80516,97500,0,0,0,9953366,1271883,82,124,58,7,35,55,25,32,58,148
5.0,Niuas,ssp585 (medium confidence),50,2140,1.378,50,0.0198,306,219,136,170,611920,268502,343419,8046775,371,0,19.07,807080,2726923,0,0,0,85287,102180,0,0,0,10875878,1504287,106,106,51,30,57,24,21,52,71,159
5.0,Niuas,ssp585 (medium confidence),50,2140,1.378,100,0.01,319,261,144,175,767904,344622,423282,8560734,371,0,20.11,868291,2814485,0,0,0,90234,108810,0,0,0,11484029,1726429,92,35,64,94,62,13,21,49,80,180
5.0,Niuas,ssp585 (medium confidence),50,2140,1.378,250,0.004,326,297,146,180,965986,439963,526023,8721591,378,0,21.0,938880,2883093,0,0,0,96038,112710,0,0,0,11717394,2000904,49,12,98,105,52,26,40,26,87,209
5.0,Niuas,ssp585 (medium confidence),50,2150,1.499,1,0.6321,59,26,25,34,12677,2002,10675,1007890,159,0,8.09,157790,1355379,0,0,0,30339,55770,0,0,0,2419040,200806,40,62,16,33,3,6,0,58,0,0
