Region_ID,Region,Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Exposed_Buildings,Damaged_Buildings,Exposed_Residential_Buildings,Exposed_Nonresidential_Buildings,Building_Loss,Residential_Building_Loss,Nonresidential_Building_Loss,Exposed_Building_Value,Exposed_Population,Exposed_Households,Exposed_Road_km,Road_Loss,Exposed_Road_Value,Infrastructure_Loss,Exposed_Infrastructure_Value,Exposed_Infrastructure,Crop_Loss,Total_Crop_Value,Exposed_Evacuation_Centres,Exposed_Health_Facilties,Exposed_Schools,Total_Exposed_Value,Total_Loss,Depth.range_<_0_5.Buildings,Depth.range_<_0_5.Population,Depth.range_0_5_1_0.Buildings,Depth.range_0_5_1_0.Population,Depth.range_1_0_1_5.Buildings,Depth.range_1_0_1_5.Population,Depth.range_1_5_2_0.Buildings,Depth.range_1_5_2_0.Population,Depth.range_2_0_+.Buildings,Depth.range_2_0_+.Population
,,ssp245 (medium confidence),50,2020,0.055,1,0.6321,2,0,0,2,0,0,0,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,0,2,0,0,0,0,0,0,0,0,0
,,ssp245 (medium confidence),50,2020,0.055,5,0.1813,3,3,0,3,4764,0,4764,24501,0,0,0.0,0,0,0,0,0,627,780,0,0,0,25281,5391,0,0,1,0,0,0,0,0,2,0
,,ssp245 (medium confidence),50,2020,0.055,10,0.0952,3,3,0,3,6496,0,6496,24501,0,0,0.0,0,0,0,0,0,718,780,0,0,0,25281,7214,0,0,1,0,0,0,0,0,2,0
,,ssp245 (medium confidence),50,2020,0.055,25,0.0392,3,3,0,3,9183,0,9183,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,9963,0,0,1,0,0,0,0,0,2,0
,,ssp245 (medium confidence),50,2020,0.055,50,0.0198,3,3,0,3,11310,0,11310,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,12090,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2020,0.055,100,0.01,3,3,0,3,13136,0,13136,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,13916,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2020,0.055,250,0.004,3,3,0,3,15429,0,15429,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,16209,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2030,0.104,1,0.6321,2,0,0,2,0,0,0,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,0,2,0,0,0,0,0,0,0,0,0
,,ssp245 (medium confidence),50,2030,0.104,5,0.1813,3,3,0,3,5191,0,5191,24501,0,0,0.0,0,0,0,0,0,663,780,0,0,0,25281,5853,0,0,1,0,0,0,0,0,2,0
,,ssp245 (medium confidence),50,2030,0.104,10,0.0952,3,3,0,3,6933,0,6933,24501,0,0,0.0,0,0,0,0,0,738,780,0,0,0,25281,7671,0,0,1,0,0,0,0,0,2,0
,,ssp245 (medium confidence),50,2030,0.104,25,0.0392,3,3,0,3,9830,0,9830,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,10610,0,0,1,0,0,0,0,0,2,0
,,ssp245 (medium confidence),50,2030,0.104,50,0.0198,3,3,0,3,11957,0,11957,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,12737,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2030,0.104,100,0.01,3,3,0,3,13750,0,13750,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,14530,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2030,0.104,250,0.004,3,3,0,3,15954,0,15954,24501,0,0,0.0,0,0,0,0,0,780,1170,0,0,0,25671,16735,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2040,0.158,1,0.6321,2,0,0,2,0,0,0,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,0,2,0,0,0,0,0,0,0,0,0
,,ssp245 (medium confidence),50,2040,0.158,5,0.1813,3,3,0,3,5659,0,5659,24501,0,0,0.0,0,0,0,0,0,684,780,0,0,0,25281,6342,0,0,1,0,0,0,0,0,2,0
,,ssp245 (medium confidence),50,2040,0.158,10,0.0952,3,3,0,3,7544,0,7544,24501,0,0,0.0,0,0,0,0,0,759,780,0,0,0,25281,8303,0,0,1,0,0,0,0,0,2,0
,,ssp245 (medium confidence),50,2040,0.158,25,0.0392,3,3,0,3,10547,0,10547,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,11327,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2040,0.158,50,0.0198,3,3,0,3,12665,0,12665,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,13445,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2040,0.158,100,0.01,3,3,0,3,14339,0,14339,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,15119,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2040,0.158,250,0.004,3,3,0,3,16527,0,16527,24501,0,0,0.0,0,0,0,0,0,782,1170,0,0,0,25671,17309,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2050,0.228,1,0.6321,2,2,0,2,10,0,10,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,10,2,0,0,0,0,0,0,0,0,0
,,ssp245 (medium confidence),50,2050,0.228,5,0.1813,3,3,0,3,6264,0,6264,24501,0,0,0.0,0,0,0,0,0,711,780,0,0,0,25281,6975,0,0,1,0,0,0,0,0,2,0
,,ssp245 (medium confidence),50,2050,0.228,10,0.0952,3,3,0,3,8386,0,8386,24501,0,0,0.0,0,0,0,0,0,776,780,0,0,0,25281,9162,0,0,1,0,0,0,0,0,2,0
,,ssp245 (medium confidence),50,2050,0.228,25,0.0392,3,3,0,3,11472,0,11472,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,12252,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2050,0.228,50,0.0198,3,3,0,3,13544,0,13544,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,14324,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2050,0.228,100,0.01,3,3,0,3,15093,0,15093,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,15873,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2050,0.228,250,0.004,3,3,0,3,17269,0,17269,24501,0,0,0.0,0,0,0,0,0,785,1170,0,0,0,25671,18054,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2060,0.29,1,0.6321,2,2,0,2,31,0,31,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,31,2,0,0,0,0,0,0,0,0,0
,,ssp245 (medium confidence),50,2060,0.29,5,0.1813,3,3,0,3,6798,0,6798,24501,0,0,0.0,0,0,0,0,0,735,780,0,0,0,25281,7533,0,0,1,0,0,0,0,0,2,0
,,ssp245 (medium confidence),50,2060,0.29,10,0.0952,3,3,0,3,9198,0,9198,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,9977,0,0,1,0,0,0,0,0,2,0
,,ssp245 (medium confidence),50,2060,0.29,25,0.0392,3,3,0,3,12286,0,12286,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,13066,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2060,0.29,50,0.0198,3,3,0,3,14272,0,14272,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,15052,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2060,0.29,100,0.01,3,3,0,3,15747,0,15747,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,16527,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2060,0.29,250,0.004,3,3,0,3,17925,0,17925,24501,0,0,0.0,0,0,0,0,0,788,1170,0,0,0,25671,18713,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2070,0.372,1,0.6321,2,2,0,2,98,0,98,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,98,1,0,1,0,0,0,0,0,0,0
,,ssp245 (medium confidence),50,2070,0.372,5,0.1813,3,3,0,3,7691,0,7691,24501,0,0,0.0,0,0,0,0,0,767,780,0,0,0,25281,8458,0,0,1,0,0,0,0,0,2,0
,,ssp245 (medium confidence),50,2070,0.372,10,0.0952,3,3,0,3,10273,0,10273,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,11053,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2070,0.372,25,0.0392,3,3,0,3,13339,0,13339,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,14119,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2070,0.372,50,0.0198,3,3,0,3,15141,0,15141,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,15921,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2070,0.372,100,0.01,3,3,0,3,16624,0,16624,24501,0,0,0.0,0,0,0,0,0,782,1170,0,0,0,25671,17406,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2070,0.372,250,0.004,3,3,0,3,18696,0,18696,24501,0,0,0.0,0,0,0,0,0,820,1170,0,0,0,25671,19515,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2080,0.458,1,0.6321,2,2,0,2,173,0,173,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,173,0,0,2,0,0,0,0,0,0,0
,,ssp245 (medium confidence),50,2080,0.458,5,0.1813,3,3,0,3,8764,0,8764,24501,0,0,0.0,0,0,0,0,0,779,780,0,0,0,25281,9543,0,0,1,0,0,0,0,0,2,0
,,ssp245 (medium confidence),50,2080,0.458,10,0.0952,3,3,0,3,11400,0,11400,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,12180,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2080,0.458,25,0.0392,3,3,0,3,14325,0,14325,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,15105,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2080,0.458,50,0.0198,3,3,0,3,16047,0,16047,24501,0,0,0.0,0,0,0,0,0,781,1170,0,0,0,25671,16828,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2080,0.458,100,0.01,3,3,0,3,17542,0,17542,24501,0,0,0.0,0,0,0,0,0,785,1170,0,0,0,25671,18328,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2080,0.458,250,0.004,3,3,0,3,19228,0,19228,24501,0,0,0.0,0,0,0,0,0,875,1170,0,0,0,25671,20103,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2090,0.538,1,0.6321,2,2,0,2,243,0,243,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,243,0,0,2,0,0,0,0,0,0,0
,,ssp245 (medium confidence),50,2090,0.538,5,0.1813,3,3,0,3,9818,0,9818,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,10598,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2090,0.538,10,0.0952,3,3,0,3,12456,0,12456,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,13236,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2090,0.538,25,0.0392,3,3,0,3,15184,0,15184,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,15964,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2090,0.538,50,0.0198,3,3,0,3,16898,0,16898,24501,0,0,0.0,0,0,0,0,0,783,1170,0,0,0,25671,17680,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2090,0.538,100,0.01,3,3,0,3,18348,0,18348,24501,0,0,0.0,0,0,0,0,0,797,1170,0,0,0,25671,19144,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2090,0.538,250,0.004,3,3,0,3,19570,0,19570,24501,0,0,0.0,0,0,0,0,0,933,1170,0,0,0,25671,20503,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2100,0.626,1,0.6321,2,2,0,2,321,0,321,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,321,0,0,2,0,0,0,0,0,0,0
,,ssp245 (medium confidence),50,2100,0.626,5,0.1813,3,3,0,3,10984,0,10984,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,11764,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2100,0.626,10,0.0952,3,3,0,3,13580,0,13580,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,14360,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2100,0.626,25,0.0392,3,3,0,3,16121,0,16121,24501,0,0,0.0,0,0,0,0,0,781,1170,0,0,0,25671,16902,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2100,0.626,50,0.0198,3,3,0,3,17835,0,17835,24501,0,0,0.0,0,0,0,0,0,786,1170,0,0,0,25671,18621,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2100,0.626,100,0.01,3,3,0,3,19056,0,19056,24501,0,0,0.0,0,0,0,0,0,832,1170,0,0,0,25671,19888,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2100,0.626,250,0.004,3,3,0,3,19905,0,19905,24501,0,0,0.0,0,0,0,0,0,987,1170,0,0,0,25671,20892,0,0,0,0,0,0,0,0,3,0
,,ssp245 (medium confidence),50,2110,0.715,1,0.6321,2,2,0,2,404,0,404,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,404,0,0,2,0,0,0,0,0,0,0
,,ssp245 (medium confidence),50,2110,0.715,5,0.1813,3,3,0,3,12147,0,12147,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,12927,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2110,0.715,10,0.0952,3,3,0,3,14593,0,14593,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,15373,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2110,0.715,25,0.0392,3,3,0,3,17068,0,17068,24501,0,0,0.0,0,0,0,0,0,785,1170,0,0,0,25671,17853,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2110,0.715,50,0.0198,3,3,0,3,18695,0,18695,24501,0,0,0.0,0,0,0,0,0,799,1170,0,0,0,25671,19495,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2110,0.715,100,0.01,3,3,0,3,19470,0,19470,24501,0,0,0.0,0,0,0,0,0,896,1170,0,0,0,25671,20366,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2110,0.715,250,0.004,3,3,0,3,20247,0,20247,24501,0,0,0.0,0,0,0,0,0,1022,1170,0,0,0,25671,21269,0,0,0,0,0,0,0,0,3,0
,,ssp245 (medium confidence),50,2120,0.8,1,0.6321,2,2,0,2,508,0,508,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,508,0,0,2,0,0,0,0,0,0,0
,,ssp245 (medium confidence),50,2120,0.8,5,0.1813,3,3,0,3,13193,0,13193,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,13973,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2120,0.8,10,0.0952,3,3,0,3,15489,0,15489,24501,0,0,0.0,0,0,0,0,0,781,1170,0,0,0,25671,16270,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2120,0.8,25,0.0392,3,3,0,3,17933,0,17933,24501,0,0,0.0,0,0,0,0,0,797,1170,0,0,0,25671,18730,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2120,0.8,50,0.0198,3,3,0,3,19128,0,19128,24501,0,0,0.0,0,0,0,0,0,858,1170,0,0,0,25671,19986,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2120,0.8,100,0.01,3,3,0,3,19794,0,19794,24501,0,0,0.0,0,0,0,0,0,947,1170,0,0,0,25671,20740,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2120,0.8,250,0.004,3,3,0,3,20575,0,20575,24501,0,0,0.0,0,0,0,0,0,1055,1170,0,0,0,25671,21630,0,0,0,0,0,0,0,0,3,0
,,ssp245 (medium confidence),50,2130,0.883,1,0.6321,2,2,0,2,608,0,608,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,608,0,0,1,0,1,0,0,0,0,0
,,ssp245 (medium confidence),50,2130,0.883,5,0.1813,3,3,0,3,14215,0,14215,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,14995,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2130,0.883,10,0.0952,3,3,0,3,16363,0,16363,24501,0,0,0.0,0,0,0,0,0,782,1170,0,0,0,25671,17145,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2130,0.883,25,0.0392,3,3,0,3,18778,0,18778,24501,0,0,0.0,0,0,0,0,0,809,1170,0,0,0,25671,19587,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2130,0.883,50,0.0198,3,3,0,3,19550,0,19550,24501,0,0,0.0,0,0,0,0,0,915,1170,0,0,0,25671,20465,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2130,0.883,100,0.01,3,3,0,3,20109,0,20109,24501,0,0,0.0,0,0,0,0,0,996,1170,0,0,0,25671,21105,0,0,0,0,0,0,0,0,3,0
,,ssp245 (medium confidence),50,2130,0.883,250,0.004,3,3,0,3,20894,0,20894,24501,0,0,0.0,0,0,0,0,0,1087,1170,0,0,0,25671,21982,0,0,0,0,0,0,0,0,3,0
,,ssp245 (medium confidence),50,2140,0.965,1,0.6321,2,2,0,2,717,0,717,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,717,0,0,0,0,2,0,0,0,0,0
,,ssp245 (medium confidence),50,2140,0.965,5,0.1813,3,3,0,3,15105,0,15105,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,15885,0,0,0,0,1,0,0,0,2,0
,,ssp245 (medium confidence),50,2140,0.965,10,0.0952,3,3,0,3,17231,0,17231,24501,0,0,0.0,0,0,0,0,0,784,1170,0,0,0,25671,18015,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2140,0.965,25,0.0392,3,3,0,3,19250,0,19250,24501,0,0,0.0,0,0,0,0,0,859,1170,0,0,0,25671,20109,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2140,0.965,50,0.0198,3,3,0,3,19886,0,19886,24501,0,0,0.0,0,0,0,0,0,967,1170,0,0,0,25671,20853,0,0,0,0,0,0,0,0,3,0
,,ssp245 (medium confidence),50,2140,0.965,100,0.01,3,3,0,3,20425,0,20425,24501,0,0,0.0,0,0,0,0,0,1031,1170,0,0,0,25671,21456,0,0,0,0,0,0,0,0,3,0
,,ssp245 (medium confidence),50,2140,0.965,250,0.004,3,3,0,3,21213,0,21213,24501,0,0,0.0,0,0,0,0,0,1119,1170,0,0,0,25671,22332,0,0,0,0,0,0,0,0,3,0
,,ssp245 (medium confidence),50,2150,1.046,1,0.6321,2,2,0,2,828,0,828,21894,0,0,0.0,0,0,0,0,0,1,390,0,0,0,22284,829,0,0,0,0,2,0,0,0,0,0
,,ssp245 (medium confidence),50,2150,1.046,5,0.1813,3,3,0,3,15965,0,15965,24501,0,0,0.0,0,0,0,0,0,781,1170,0,0,0,25671,16746,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2150,1.046,10,0.0952,3,3,0,3,18095,0,18095,24501,0,0,0.0,0,0,0,0,0,788,1170,0,0,0,25671,18883,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2150,1.046,25,0.0392,3,3,0,3,19585,0,19585,24501,0,0,0.0,0,0,0,0,0,919,1170,0,0,0,25671,20504,0,0,0,0,0,0,1,0,2,0
,,ssp245 (medium confidence),50,2150,1.046,50,0.0198,3,3,0,3,20199,0,20199,24501,0,0,0.0,0,0,0,0,0,1006,1170,0,0,0,25671,21205,0,0,0,0,0,0,0,0,3,0
,,ssp245 (medium confidence),50,2150,1.046,100,0.01,3,3,0,3,20737,0,20737,24501,0,0,0.0,0,0,0,0,0,1063,1170,0,0,0,25671,21800,0,0,0,0,0,0,0,0,3,0
,,ssp245 (medium confidence),50,2150,1.046,250,0.004,3,3,0,3,21544,0,21544,24501,0,0,0.0,0,0,0,0,0,1150,1560,0,0,0,26061,22694,0,0,0,0,0,0,0,0,3,0
,,ssp585 (medium confidence),50,2020,0.057,1,0.6321,2,0,0,2,0,0,0,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,0,2,0,0,0,0,0,0,0,0,0
,,ssp585 (medium confidence),50,2020,0.057,5,0.1813,3,3,0,3,4781,0,4781,24501,0,0,0.0,0,0,0,0,0,628,780,0,0,0,25281,5410,0,0,1,0,0,0,0,0,2,0
,,ssp585 (medium confidence),50,2020,0.057,10,0.0952,3,3,0,3,6513,0,6513,24501,0,0,0.0,0,0,0,0,0,719,780,0,0,0,25281,7232,0,0,1,0,0,0,0,0,2,0
,,ssp585 (medium confidence),50,2020,0.057,25,0.0392,3,3,0,3,9209,0,9209,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,9989,0,0,1,0,0,0,0,0,2,0
,,ssp585 (medium confidence),50,2020,0.057,50,0.0198,3,3,0,3,11337,0,11337,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,12117,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2020,0.057,100,0.01,3,3,0,3,13162,0,13162,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,13942,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2020,0.057,250,0.004,3,3,0,3,15450,0,15450,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,16230,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2030,0.115,1,0.6321,2,0,0,2,0,0,0,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,0,2,0,0,0,0,0,0,0,0,0
,,ssp585 (medium confidence),50,2030,0.115,5,0.1813,3,3,0,3,5286,0,5286,24501,0,0,0.0,0,0,0,0,0,667,780,0,0,0,25281,5953,0,0,1,0,0,0,0,0,2,0
,,ssp585 (medium confidence),50,2030,0.115,10,0.0952,3,3,0,3,7058,0,7058,24501,0,0,0.0,0,0,0,0,0,742,780,0,0,0,25281,7800,0,0,1,0,0,0,0,0,2,0
,,ssp585 (medium confidence),50,2030,0.115,25,0.0392,3,3,0,3,9976,0,9976,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,10756,0,0,1,0,0,0,0,0,2,0
,,ssp585 (medium confidence),50,2030,0.115,50,0.0198,3,3,0,3,12102,0,12102,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,12882,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2030,0.115,100,0.01,3,3,0,3,13870,0,13870,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,14650,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2030,0.115,250,0.004,3,3,0,3,16071,0,16071,24501,0,0,0.0,0,0,0,0,0,781,1170,0,0,0,25671,16852,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2040,0.18,1,0.6321,2,0,0,2,0,0,0,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,0,2,0,0,0,0,0,0,0,0,0
,,ssp585 (medium confidence),50,2040,0.18,5,0.1813,3,3,0,3,5850,0,5850,24501,0,0,0.0,0,0,0,0,0,692,780,0,0,0,25281,6542,0,0,1,0,0,0,0,0,2,0
,,ssp585 (medium confidence),50,2040,0.18,10,0.0952,3,3,0,3,7793,0,7793,24501,0,0,0.0,0,0,0,0,0,767,780,0,0,0,25281,8560,0,0,1,0,0,0,0,0,2,0
,,ssp585 (medium confidence),50,2040,0.18,25,0.0392,3,3,0,3,10839,0,10839,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,11619,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2040,0.18,50,0.0198,3,3,0,3,12954,0,12954,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,13734,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2040,0.18,100,0.01,3,3,0,3,14580,0,14580,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,15360,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2040,0.18,250,0.004,3,3,0,3,16760,0,16760,24501,0,0,0.0,0,0,0,0,0,783,1170,0,0,0,25671,17543,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2050,0.262,1,0.6321,2,2,0,2,22,0,22,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,22,2,0,0,0,0,0,0,0,0,0
,,ssp585 (medium confidence),50,2050,0.262,5,0.1813,3,3,0,3,6557,0,6557,24501,0,0,0.0,0,0,0,0,0,724,780,0,0,0,25281,7281,0,0,1,0,0,0,0,0,2,0
,,ssp585 (medium confidence),50,2050,0.262,10,0.0952,3,3,0,3,8831,0,8831,24501,0,0,0.0,0,0,0,0,0,778,780,0,0,0,25281,9609,0,0,1,0,0,0,0,0,2,0
,,ssp585 (medium confidence),50,2050,0.262,25,0.0392,3,3,0,3,11918,0,11918,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,12698,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2050,0.262,50,0.0198,3,3,0,3,13943,0,13943,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,14723,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2050,0.262,100,0.01,3,3,0,3,15451,0,15451,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,16231,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2050,0.262,250,0.004,3,3,0,3,17629,0,17629,24501,0,0,0.0,0,0,0,0,0,786,1170,0,0,0,25671,18415,0,0,0,0,0,0,1,0,2,0
,,ssp585 (medium confidence),50,2060,0.35,1,0.6321,2,2,0,2,79,0,79,21894,0,0,0.0,0,0,0,0,0,0,0,0,0,0,21894,79,1,0,1,0,0,0,0,0,0,0
,,ssp585 (medium confidence),50,2060,0.35,5,0.1813,3,3,0,3,7445,0,7445,24501,0,0,0.0,0,0,0,0,0,759,780,0,0,0,25281,8203,0,0,1,0,0,0,0,0,2,0
,,ssp585 (medium confidence),50,2060,0.35,10,0.0952,3,3,0,3,9985,0,9985,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,10765,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2060,0.35,25,0.0392,3,3,0,3,13057,0,13057,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,13837,0,0,0,0,1,0,0,0,2,0
,,ssp585 (medium confidence),50,2060,0.35,50,0.0198,3,3,0,3,14911,0,14911,24501,0,0,0.0,0,0,0,0,0,780,780,0,0,0,25281,15691,0,0,0,0,1,0,0,0,2,0
