Region,Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Exposed_Buildings,Damaged_Buildings,Exposed_Residential_Buildings,Exposed_Nonresidential_Buildings,Building_Loss,Residential_Building_Loss,Nonresidential_Building_Loss,Exposed_Building_Value,Exposed_Population,Exposed_Households,Exposed_Road_km,Road_Loss,Exposed_Road_Value,Infrastructure_Loss,Exposed_Infrastructure_Value,Exposed_Infrastructure,Crop_Loss,Total_Crop_Value,Exposed_Evacuation_Centres,Exposed_Health_Facilties,Exposed_Schools,Total_Exposed_Value,Total_Loss,Depth.range_<_0.5.Buildings,Depth.range_<_0.5.Population,Depth.range_0.5_1.0.Buildings,Depth.range_0.5_1.0.Population,Depth.range_1.0_1.5.Buildings,Depth.range_1.0_1.5.Population,Depth.range_1.5_2.0.Buildings,Depth.range_1.5_2.0.Population,Depth.range_2.0_+.Buildings,Depth.range_2.0_+.Population
National,ssp585 (medium confidence),50,2030,0.123,100,0.01,6662,5937,4979,1683,61977332,36624692,25352641,1411428380,48886,0,156.81,759679,5047706,42761187,591503372,22703,0,0,0,0,52,2007979458,105498198,1276,961,2076,2412,2317,5797,793,10556,200,29160
National,ssp585 (medium confidence),50,2030,0.123,250,0.004,6780,6180,5049,1731,76189396,45773554,30415842,1430920020,49063,0,161.63,823873,5183433,45578973,599643400,23034,0,0,0,0,52,2035746853,122592243,1086,914,1956,1911,2261,4942,1202,9456,275,31840
National,ssp585 (medium confidence),50,2040,0.191,1,0.6321,450,185,269,181,428362,210642,217720,90671911,36381,0,23.98,34627,361485,4426941,127166293,5579,0,0,0,0,2,218199688,4889931,301,6948,149,29098,0,335,0,0,0,0
National,ssp585 (medium confidence),50,2040,0.191,5,0.1813,5974,4560,4508,1466,35970260,20832108,15138152,1295947759,48115,0,135.82,549986,4325031,33971115,568769459,21292,0,0,0,0,46,1869042250,70491361,1893,1211,2148,3835,1528,8812,314,16136,91,18121
National,ssp585 (medium confidence),50,2040,0.191,10,0.0952,6215,4967,4687,1528,42759278,24831700,17927578,1335220661,48175,0,142.59,618106,4568719,36813673,577391660,21831,0,0,0,0,49,1917181040,80191058,1709,949,2213,3157,1761,8149,409,14135,123,21785
National,ssp585 (medium confidence),50,2040,0.191,25,0.0392,6444,5426,4847,1597,52255163,30486519,21768644,1376104605,48510,0,149.82,699983,4848855,40277310,584066029,22279,0,0,0,0,51,1965019490,93232455,1438,945,2209,2513,2094,6775,536,12434,167,25843
National,ssp585 (medium confidence),50,2040,0.191,50,0.0198,6596,5702,4939,1657,60377245,35447245,24929999,1397757632,48725,0,154.27,755331,4998650,42672675,588711076,22533,0,0,0,0,52,1991467358,103805250,1274,1041,2111,2257,2292,6269,718,10613,201,28545
National,ssp585 (medium confidence),50,2040,0.191,100,0.01,6703,5937,5007,1696,70219785,41661723,28558062,1420149721,48945,0,158.53,807585,5104968,44955914,593649616,22800,0,0,0,0,52,2018904305,115983285,1081,916,2042,2059,2375,4981,966,9973,239,31016
National,ssp585 (medium confidence),50,2040,0.191,250,0.004,6826,6180,5078,1748,86065924,51968810,34097115,1437219111,49153,0,163.29,871018,5248426,47881277,602307990,23116,0,0,0,0,52,2044775527,134818220,921,923,1878,1371,2264,3959,1410,9773,353,33127
National,ssp585 (medium confidence),50,2050,0.276,1,0.6321,620,223,388,232,585153,288378,296774,122392773,38123,0,27.93,43057,455369,5537373,154217369,6668,0,0,0,0,2,277065511,6165583,443,7911,166,19306,11,10906,0,0,0,0
National,ssp585 (medium confidence),50,2050,0.276,5,0.1813,6213,4984,4684,1529,43079146,25115517,17963630,1335481502,48286,0,142.6,610788,4565560,36504869,577152352,21788,0,0,0,0,49,1917199414,80194803,1752,1062,2140,3223,1787,7744,414,14817,120,21440
National,ssp585 (medium confidence),50,2050,0.276,10,0.0952,6408,5350,4823,1585,50869963,29734423,21135540,1370211861,48503,0,148.92,679432,4810624,39428072,583126444,22170,0,0,0,0,52,1958148929,90977468,1526,1150,2167,2681,2027,6497,526,14021,162,24154
National,ssp585 (medium confidence),50,2050,0.276,25,0.0392,6626,5754,4968,1658,61586246,36156822,25429425,1405945245,48770,0,155.3,760738,5041729,42993311,589452579,22553,0,0,0,0,52,2000439554,105340295,1303,1074,2093,2253,2271,6219,757,10126,202,29098
National,ssp585 (medium confidence),50,2050,0.276,50,0.0198,6724,5980,5029,1695,70853772,41884906,28968866,1423456358,48973,0,159.45,815334,5170526,45429175,593905247,22837,0,0,0,0,52,2022532131,117098282,1090,977,2044,1994,2401,5203,941,9713,248,31086
National,ssp585 (medium confidence),50,2050,0.276,100,0.01,6835,6197,5094,1741,82142467,49074632,33067835,1439777851,49179,0,163.65,866862,5277790,47810173,600591487,23098,0,0,0,0,52,2045647128,130819502,966,954,1949,1371,2365,4441,1244,9458,311,32955
National,ssp585 (medium confidence),50,2050,0.276,250,0.004,6961,6382,5173,1788,100340197,61112163,39228034,1457953916,49279,0,168.21,929142,5416170,50938894,608223933,23361,0,0,0,0,52,2071594019,152208233,819,964,1718,1187,2244,3060,1730,9607,450,34461
National,ssp585 (medium confidence),50,2060,0.366,1,0.6321,848,282,563,285,794040,387261,406779,178944608,40224,0,33.18,53793,602693,6880340,181901231,7862,0,0,0,0,3,361448532,7728174,644,9033,171,11764,33,19427,0,0,0,0
National,ssp585 (medium confidence),50,2060,0.366,5,0.1813,6407,5368,4820,1587,51655678,30312355,21343324,1372917163,48524,0,148.76,675183,4795384,39263283,583180308,22139,0,0,0,0,52,1960892855,91594144,1556,1220,2091,2741,2040,6190,563,13581,157,24792
National,ssp585 (medium confidence),50,2060,0.366,10,0.0952,6585,5717,4944,1641,60539372,35619622,24919750,1398566406,48727,0,154.65,743871,5019936,42280456,588521106,22478,0,0,0,0,52,1992107448,103563700,1356,1060,2076,2320,2206,6350,752,10467,195,28530
National,ssp585 (medium confidence),50,2060,0.366,25,0.0392,6759,6028,5055,1704,72877193,43132117,29745077,1428828408,49018,0,160.46,824447,5221286,45923174,594588885,22848,0,0,0,0,52,2028638579,119624815,1090,1019,2042,1898,2367,5050,1002,9495,258,31556
National,ssp585 (medium confidence),50,2060,0.366,50,0.0198,6861,6232,5126,1735,83562561,49777245,33785316,1446156212,49194,0,164.68,878165,5343023,48484525,601682581,23113,0,0,0,0,52,2053181816,132925251,959,1112,1960,1306,2367,4322,1255,9526,320,32928
National,ssp585 (medium confidence),50,2060,0.366,100,0.01,6976,6398,5195,1781,96665062,58258644,38406418,1462740994,49279,0,168.66,928857,5450085,51043984,607864275,23350,0,0,0,0,53,2076055355,148637904,865,957,1781,1159,2337,3292,1587,9377,406,34494
National,ssp585 (medium confidence),50,2060,0.366,250,0.004,7093,6555,5261,1832,117494438,72298158,45196280,1482847259,49315,0,173.13,989805,5596639,54360269,613346039,23646,0,0,0,0,55,2101789937,172844513,773,892,1531,1094,2151,2458,2017,8121,621,36750
National,ssp585 (medium confidence),50,2070,0.474,1,0.6321,1225,350,868,357,1109086,535096,573990,298062316,41935,0,42.69,70411,927656,8729872,217396345,9086,0,0,0,0,3,516386317,9909369,967,9239,201,8492,57,24204,0,0,0,0
National,ssp585 (medium confidence),50,2070,0.474,5,0.1813,6594,5716,4947,1647,63453562,37516233,25937329,1401388519,48885,0,154.87,752070,5021898,42676291,588688329,22446,0,0,0,0,52,1995098746,106881924,1314,1217,2037,2247,2196,5896,843,10469,204,29056
National,ssp585 (medium confidence),50,2070,0.474,10,0.0952,6743,5986,5049,1694,73999128,43952982,30046146,1426504044,49048,0,160.31,820601,5217816,45778765,593318906,22759,0,0,0,0,52,2025040765,120598494,1106,1130,2024,1691,2312,4757,1043,9704,258,31766
National,ssp585 (medium confidence),50,2070,0.474,25,0.0392,6898,6272,5161,1737,88673823,52981510,35692313,1450554804,49268,0,165.8,899879,5393863,49641744,603269074,23147,0,0,0,0,52,2059217740,139215446,932,1142,1921,1068,2331,4428,1359,8763,355,33867
National,ssp585 (medium confidence),50,2070,0.474,50,0.0198,7005,6431,5224,1781,101365428,61022159,40343268,1470441861,49291,0,169.95,952592,5517963,52435005,608357963,23402,0,0,0,0,53,2084317787,154753025,833,1084,1744,1072,2327,3120,1658,8998,443,35017
National,ssp585 (medium confidence),50,2070,0.474,100,0.01,7110,6580,5277,1833,116814548,71260363,45554185,1484730402,49316,0,173.92,1002065,5639607,55178858,613302724,23638,0,0,0,0,54,2103672733,172995471,763,890,1525,1042,2246,2496,2004,8056,572,36832
National,ssp585 (medium confidence),50,2070,0.474,250,0.004,7227,6712,5348,1879,140678623,87600035,53078588,1502979651,49341,0,178.48,1061638,5804210,58621003,618841736,23940,0,0,0,0,55,2127625597,200361264,706,654,1299,1114,2060,2152,2233,6419,929,39002
National,ssp585 (medium confidence),50,2080,0.598,1,0.6321,1781,458,1284,497,1588229,779174,809055,433732506,44372,0,54.13,98384,1309130,11126813,269031900,10830,0,0,0,0,6,704073536,12813426,1431,10557,247,6236,103,27579,0,0,0,0
National,ssp585 (medium confidence),50,2080,0.598,5,0.1813,6746,5999,5051,1695,79608192,47573460,32034732,1427177484,49065,0,160.79,839906,5227606,46705849,593586390,22743,0,0,0,0,52,2025991480,127153947,1031,1088,1984,1688,2228,4599,1204,9376,299,32314
National,ssp585 (medium confidence),50,2080,0.598,10,0.0952,6896,6236,5159,1737,92468096,55528286,36939809,1453342318,49216,0,165.62,907560,5394445,50029826,601370513,23060,0,0,0,0,52,2060107275,143405481,917,1101,1908,1102,2201,4068,1478,8476,392,34469
National,ssp585 (medium confidence),50,2080,0.598,25,0.0392,7040,6468,5253,1787,110221609,66678107,43543501,1477828882,49300,0,171.29,985125,5579929,54303349,609374739,23433,0,0,0,0,54,2092783551,165510083,768,1059,1648,914,2296,2916,1809,8348,519,36063
National,ssp585 (medium confidence),50,2080,0.598,50,0.0198,7153,6615,5317,1836,125359998,76534416,48825583,1492763170,49324,0,175.57,1036646,5724411,57267369,613426997,23687,0,0,0,0,54,2111914578,183664013,722,808,1468,1039,2231,2428,2079,7564,653,37485
National,ssp585 (medium confidence),50,2080,0.598,100,0.01,7245,6712,5364,1881,143315307,88644241,54671066,1506137887,49341,0,179.41,1085012,5848614,60105396,619049875,23948,0,0,0,0,55,2131036376,204505716,668,650,1292,931,2089,2291,2304,6307,892,39162
National,ssp585 (medium confidence),50,2080,0.598,250,0.004,7335,6839,5418,1917,171157873,107814220,63343652,1523502105,49447,0,184.31,1143310,6033142,63875116,647261242,24247,0,0,0,0,57,2176796489,236176298,622,526,1084,775,1998,2031,2266,5298,1365,40817
National,ssp585 (medium confidence),50,2090,0.739,1,0.6321,3606,1276,2730,876,2559864,1328410,1231454,810041917,46984,0,86.15,145738,2511800,14442813,401527383,15437,0,0,0,0,22,1214081101,17148415,3085,9422,358,7581,158,23448,5,6533,0,0
National,ssp585 (medium confidence),50,2090,0.739,5,0.1813,7118,6611,5301,1817,103370728,62734834,40635894,1490199266,49326,0,174.75,938000,5708204,51767888,611191898,23520,0,0,0,0,54,2107099368,156076616,1014,1175,1801,1086,2158,3708,1680,8063,465,35294
National,ssp585 (medium confidence),50,2090,0.739,10,0.0952,7242,6754,5382,1860,119230351,72794908,46435443,1508910506,49397,0,180.02,1004226,5906783,55434318,615858841,23798,0,0,0,0,54,2130676130,175668895,921,1045,1599,1051,2185,2698,1932,7683,605,36920
National,ssp585 (medium confidence),50,2090,0.739,25,0.0392,7370,6921,5454,1916,140711215,86669606,54041610,1531108789,49446,0,185.82,1080090,6136647,59940110,623799698,24190,0,0,0,0,57,2161045134,201731415,827,786,1366,1022,2116,2342,2234,6702,827,38594
National,ssp585 (medium confidence),50,2090,0.739,50,0.0198,7439,7022,5493,1946,158767972,98651546,60116426,1543520069,49510,0,189.88,1130665,6268371,63220771,649074290,24446,0,0,0,0,57,2198862730,223119408,772,649,1161,938,2065,2137,2364,5653,1077,40133
National,ssp585 (medium confidence),50,2090,0.739,100,0.01,7508,7123,5531,1977,180445051,113439426,67005624,1553588870,49643,0,193.46,1178318,6385763,66502117,652192774,24662,0,0,0,0,58,2212167407,248125486,741,657,1005,925,1979,1626,2379,4665,1404,41770
National,ssp585 (medium confidence),50,2090,0.739,250,0.004,7595,7240,5580,2015,214293664,137163699,77129965,1564817151,49781,0,197.64,1236433,6517246,70957273,655790456,24950,0,0,0,0,60,2227124852,286487369,701,545,854,929,1792,1329,2263,3389,1985,43589
National,ssp585 (medium confidence),50,2100,0.904,1,0.6321,3932,1827,2983,949,4350233,2394458,1955775,872725486,47109,0,91.85,217302,2742221,18774945,434607058,16522,0,0,0,0,27,1310074765,23342480,3024,6819,680,8768,185,10322,43,21200,0,0
National,ssp585 (medium confidence),50,2100,0.904,5,0.1813,7172,6758,5336,1836,136001780,83961774,52040006,1498057477,49327,0,177.17,1051168,5795756,58136640,613240443,23644,0,0,0,0,54,2117093676,195189588,727,741,1434,1062,2070,2405,2119,6676,822,38443
National,ssp585 (medium confidence),50,2100,0.904,10,0.0952,7294,6904,5409,1885,155314279,96527539,58786740,1515900429,49399,0,182.59,1115885,6015352,62049500,618124512,23931,0,0,0,0,55,2140040294,218479664,670,525,1250,1175,2043,2250,2259,5447,1072,40002
National,ssp585 (medium confidence),50,2100,0.904,25,0.0392,7416,7051,5485,1931,181689431,113977856,67711575,1541561343,49488,0,188.33,1190293,6226366,67148329,647846080,24327,0,0,0,0,57,2195633789,250028053,636,396,1011,1044,2010,1499,2339,4673,1420,41876
National,ssp585 (medium confidence),50,2100,0.904,50,0.0198,7489,7165,5525,1964,204117043,129120643,74996400,1551020557,49599,0,192.15,1240417,6345974,70975319,650466360,24570,0,0,0,0,58,2207832892,276332779,603,331,893,1098,1894,1125,2344,4244,1755,42801
National,ssp585 (medium confidence),50,2100,0.904,100,0.01,7563,7250,5563,2000,231190165,147946945,83243220,1561726503,49718,0,195.7,1287680,6465004,74729194,653664483,24804,0,0,0,0,58,2221855990,307207039,560,439,790,949,1708,1160,2307,3051,2198,44119
National,ssp585 (medium confidence),50,2100,0.904,250,0.004,7622,7340,5593,2029,272327270,177338104,94989165,1572359340,49818,0,199.62,1345745,6583116,79337133,656266514,25062,0,0,0,0,60,2235208970,353010148,508,494,722,864,1428,1070,2127,2193,2837,45197
National,ssp585 (medium confidence),50,2110,1.016,1,0.6321,4872,2504,3707,1165,6661292,3775850,2885442,1070793690,47550,0,111.35,281959,3533469,21983539,519307454,19370,0,0,0,0,33,1593634612,28926790,3512,5088,1071,9377,218,7381,71,25704,0,0
National,ssp585 (medium confidence),50,2110,1.016,5,0.1813,7350,6912,5446,1904,162884509,101829020,61055490,1525430839,49446,0,185.34,1126559,6120972,62734367,621663775,24098,0,0,0,0,56,2153215586,226745435,706,519,1211,1124,2003,2311,2241,4858,1189,40634
National,ssp585 (medium confidence),50,2110,1.016,10,0.0952,7459,7037,5513,1946,185512886,116848751,68664135,1547756112,49546,0,190.08,1190638,6291830,66908032,648365558,24401,0,0,0,0,58,2202413501,253611556,677,465,1018,1003,2018,1734,2261,4603,1485,41741
National,ssp585 (medium confidence),50,2110,1.016,25,0.0392,7566,7192,5574,1992,216167625,137404002,78763623,1561984458,49722,0,195.69,1265028,6480013,72704778,652186471,24777,0,0,0,0,58,2220650943,290137431,620,445,871,1133,1864,1080,2278,3869,1933,43195
National,ssp585 (medium confidence),50,2110,1.016,50,0.0198,7612,7285,5601,2011,242056028,155194761,86861267,1568675902,49816,0,199.31,1314928,6588896,76545082,655750736,25028,0,0,0,0,59,2231015534,319916039,566,525,780,935,1631,1002,2316,2947,2319,44407
National,ssp585 (medium confidence),50,2110,1.016,100,0.01,7680,7364,5628,2052,272696736,176807379,95889357,1581343084,49837,0,202.33,1362078,6683257,80560781,657014592,25237,0,0,0,0,61,2245040933,354619595,526,511,712,844,1467,1004,2200,2254,2775,45224
National,ssp585 (medium confidence),50,2110,1.016,250,0.004,7737,7446,5661,2076,317949896,209374139,108575757,1589976737,49908,0,205.69,1420456,6774117,85288520,658144213,25500,0,0,0,0,62,2254895067,404658873,480,567,678,640,1206,806,2042,2306,3331,45589
National,ssp585 (medium confidence),50,2120,1.161,1,0.6321,5503,3257,4174,1329,10977258,6373156,4604102,1180616702,47999,0,126.14,378624,4108612,26199855,560908625,20857,0,0,0,0,36,1745633938,37555737,3277,2335,1808,10060,288,6775,130,28829,0,0
National,ssp585 (medium confidence),50,2120,1.161,5,0.1813,7514,7042,5545,1969,204457695,129980088,74477607,1555084613,49637,0,192.89,1223335,6383731,69319422,650104487,24611,0,0,0,0,58,2211572830,275000452,658,508,953,1040,1920,1226,2191,4332,1792,42531
National,ssp585 (medium confidence),50,2120,1.161,10,0.0952,7590,7182,5592,1998,231680321,148398138,83282183,1565932788,49781,0,197.96,1287571,6547411,74100140,653575088,24920,0,0,0,0,59,2226055287,307068033,604,492,837,1133,1785,1022,2211,3532,2153,43602
National,ssp585 (medium confidence),50,2120,1.161,25,0.0392,7684,7305,5640,2044,267935104,173263536,94671567,1583533649,49847,0,202.85,1361999,6704389,80043975,656406717,25254,0,0,0,0,61,2246644756,349341078,538,523,753,820,1510,1152,2234,2574,2649,44778
National,ssp585 (medium confidence),50,2120,1.161,50,0.0198,7737,7391,5665,2072,297909285,194231114,103678171,1590258111,49878,0,205.37,1411748,6778492,84124429,657700878,25486,0,0,0,0,61,2254737481,383445462,494,545,690,660,1349,1038,2125,2266,3079,45369
National,ssp585 (medium confidence),50,2120,1.161,100,0.01,7766,7460,5679,2087,332690618,218924879,113765738,1593819723,49972,0,207.92,1459015,6847397,88155382,658634688,25686,0,0,0,0,63,2259301808,422305015,443,565,654,521,1135,873,2070,2228,3464,45785
National,ssp585 (medium confidence),50,2120,1.161,250,0.004,7800,7549,5689,2111,383873088,255802846,128070241,1598257269,50091,0,210.22,1518301,6907066,92331874,659504933,25875,0,0,0,0,65,2264669268,477723263,395,588,621,440,974,897,1907,1593,3903,46573
National,ssp585 (medium confidence),50,2130,1.299,1,0.6321,5881,3984,4455,1426,16685159,9804296,6880863,1251148558,48064,0,135.21,479877,4437480,30399582,573834418,21396,0,0,0,0,47,1829420456,47564617,2627,1578,2615,8045,454,8103,168,16338,17,14000
National,ssp585 (medium confidence),50,2130,1.299,5,0.1813,7603,7178,5599,2004,250947252,161997722,88949530,1567494525,49783,0,198.89,1315564,6570318,76153809,653781522,25003,0,0,0,0,60,2227846365,328416625,559,483,807,1003,1678,1069,2121,2962,2438,44266
National,ssp585 (medium confidence),50,2130,1.299,10,0.0952,7684,7300,5643,2041,282344970,183667905,98677065,1583850334,49848,0,203.0,1380401,6706585,81099510,656473760,25270,0,0,0,0,61,2247030680,364824881,502,521,747,777,1469,1132,2137,2616,2829,44802
National,ssp585 (medium confidence),50,2130,1.299,25,0.0392,7753,7421,5676,2077,323561942,212349464,111212478,1592690941,49924,0,206.55,1454367,6816355,87332018,657866252,25602,0,0,0,0,62,2257373548,412348327,447,525,666,541,1220,982,2087,2342,3333,45534
National,ssp585 (medium confidence),50,2130,1.299,50,0.0198,7785,7495,5687,2098,357427668,236186098,121241570,1596459609,50042,0,208.87,1504239,6881290,91283758,658809216,25781,0,0,0,0,64,2262150115,450215665,393,588,646,464,1048,963,2014,1716,3684,46311
National,ssp585 (medium confidence),50,2130,1.299,100,0.01,7813,7573,5692,2121,396624849,264100116,132524734,1598949416,50099,0,211.06,1551633,6929645,94580753,659708382,25933,0,0,0,0,65,2265587443,492757235,353,516,612,362,914,986,1925,1351,4009,46884
National,ssp585 (medium confidence),50,2130,1.299,250,0.004,7837,7626,5697,2140,453609071,305218087,148390984,1602752894,50152,0,213.72,1611804,6997471,98411598,660375710,26117,0,0,0,0,65,2270126075,553632473,288,489,569,384,800,887,1666,1199,4514,47193
National,ssp585 (medium confidence),50,2140,1.43,1,0.6321,6380,5156,4829,1551,24150082,14281967,9868115,1334909246,48169,0,146.86,579838,4860204,34464557,584984351,21959,0,0,0,0,48,1924753801,59194477,2169,999,3222,5994,751,9479,189,9553,49,22144
National,ssp585 (medium confidence),50,2140,1.43,5,0.1813,7746,7419,5674,2072,301961832,197806545,104155288,1592707514,49943,0,206.04,1403713,6800187,82940441,657669386,25551,0,0,0,0,62,2257177087,386305986,525,546,715,726,1393,1073,2049,2390,3064,45208
National,ssp585 (medium confidence),50,2140,1.43,10,0.0952,7790,7523,5689,2101,337329633,222495307,114834326,1597619640,50064,0,209.09,1468559,6888724,88033459,658513782,25798,0,0,0,0,64,2263022145,426831651,454,619,671,527,1192,1039,2025,2356,3448,45523
National,ssp585 (medium confidence),50,2140,1.43,25,0.0392,7822,7604,5695,2127,383681218,254951751,128729467,1601509947,50093,0,212.38,1542469,6974117,93701890,659741132,26029,0,0,0,0,64,2268225196,478925577,369,599,640,387,974,1028,1970,1348,3869,46731
National,ssp585 (medium confidence),50,2140,1.43,50,0.0198,7850,7674,5706,2144,421466205,281712320,139753885,1604964870,50220,0,214.55,1592291,7028841,97064409,660432063,26221,0,0,0,0,66,2272425774,520122905,323,535,595,408,868,1100,1857,1068,4207,47109
National,ssp585 (medium confidence),50,2140,1.43,100,0.01,7878,7729,5715,2163,464775247,312610876,152164371,1608475196,50276,0,216.29,1640625,7067201,100323488,660980909,26395,0,0,0,0,66,2276523306,566739360,289,495,549,490,773,946,1637,1056,4630,47289
National,ssp585 (medium confidence),50,2140,1.43,250,0.004,7908,7766,5721,2187,525483408,356329625,169153783,1611436588,50405,0,218.76,1702298,7121520,104173277,661646932,26618,0,0,0,0,68,2280205041,631358983,248,560,513,511,701,840,1396,1017,5050,47477
National,ssp585 (medium confidence),50,2150,1.554,1,0.6321,6617,5567,4989,1628,32743013,19448169,13294843,1377042859,48352,0,153.9,673507,5109415,38199167,589570163,22346,0,0,0,0,48,1971722437,71615687,1673,772,3383,4132,1247,10258,231,6530,83,26660
National,ssp585 (medium confidence),50,2150,1.554,5,0.1813,7798,7530,5690,2108,355634655,235759187,119875468,1598019313,50064,0,209.89,1487663,6907367,89489531,658926022,25846,0,0,0,0,64,2263852702,446611849,433,617,661,463,1127,1080,1998,1888,3579,46016
National,ssp585 (medium confidence),50,2150,1.554,10,0.0952,7830,7604,5697,2133,394968764,263392682,131576082,1602869229,50166,0,213.0,1552422,6990687,94067186,659878160,26070,0,0,0,0,65,2269738076,490588372,357,599,634,460,969,1026,1958,1299,3912,46782
National,ssp585 (medium confidence),50,2150,1.554,25,0.0392,7870,7697,5712,2158,446121388,299454651,146666737,1607712016,50263,0,215.76,1626391,7060418,99156313,660644484,26365,0,0,0,0,66,2275416918,546904092,295,514,588,458,817,1137,1765,1020,4405,47134
National,ssp585 (medium confidence),50,2150,1.554,50,0.0198,7894,7747,5719,2175,487240700,328683718,158556981,1609850515,50381,0,217.55,1676856,7106237,102500505,661166278,26547,0,0,0,0,67,2278123030,591418060,263,563,529,494,755,875,1565,1072,4782,47377
National,ssp585 (medium confidence),50,2150,1.554,100,0.01,7921,7771,5724,2197,533418617,361529935,171888682,1613582348,50515,0,219.47,1726237,7146935,105755576,661800064,26752,0,0,0,0,69,2282529347,640900431,228,661,489,521,696,797,1371,971,5137,47565
National,ssp585 (medium confidence),50,2150,1.554,250,0.004,7960,7805,5731,2229,596565832,406703262,189862570,1617371020,50598,0,221.9,1790038,7208314,109587506,663065764,27088,0,0,0,0,71,2287645098,707943377,212,638,453,546,649,519,1146,922,5500,47973
